,TS代码,股东名称,持股比例
12,600754.SH,上海锦江资本股份有限公司,50.32
89,600754.SH,弘毅(上海)股权投资基金中心(有限合伙),10.99
11,600754.SH,香港中央结算有限公司(陆股通),2.51
28,600754.SH,华安未来资产-工商银行-安信信托股份有限公司,1.59
0,600755.SH,厦门国贸控股集团有限公司,38.77
82,600755.SH,中央汇金资产管理有限责任公司,2.68
7,600755.SH,华夏基金-中央汇金资产管理有限责任公司-华夏基金-汇金资管单一资产管理计划,1.98
3,600755.SH,香港中央结算有限公司(陆股通),1.16
65,600755.SH,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,0.84
56,600756.SH,浪潮软件集团有限公司,19.09
37,600756.SH,浪潮软件科技有限公司,19.09
16,600756.SH,香港中央结算有限公司(陆股通),3.09
90,600756.SH,武汉睿福德投资管理中心(有限合伙),2.49
84,600756.SH,中国工商银行股份有限公司-诺安成长股票型证券投资基金,1.43
32,600757.SH,湖北长江出版传媒集团有限公司,56.46
62,600757.SH,中央汇金资产管理有限责任公司,2.45
55,600757.SH,香港中央结算有限公司(陆股通),1.95
83,600757.SH,上工申贝(集团)股份有限公司,0.85
96,600757.SH,上海赤祺资产管理有限公司-天祺一号基金,0.81
62,600758.SH,沈阳煤业(集团)有限责任公司,46.97
13,600758.SH,辽宁省能源产业控股集团有限责任公司,24.05
34,600758.SH,中国信达资产管理股份有限公司,10.49
35,600758.SH,深圳市祥隆投资合伙企业(有限合伙),9.61
1,600758.SH,辽宁交通投资有限责任公司,9.4
25,600759.SH,广西正和实业集团有限公司,29.38
20,600759.SH,深圳市中民昇汇壹号投资企业(有限合伙),7.48
52,600759.SH,深圳市中民升汇壹号投资企业(有限合伙),7.48
73,600759.SH,林立东,5.0
2,600759.SH,中国证券金融股份有限公司,3.33
95,600760.SH,中国航空工业集团有限公司,72.22
84,600760.SH,中国华融资产管理股份有限公司,3.83
9,600760.SH,金城集团有限公司,1.79
46,600760.SH,中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金,1.29
7,600760.SH,香港中央结算有限公司(陆股通),1.21
50,600761.SH,安徽叉车集团有限责任公司,37.97
82,600761.SH,香港上海汇丰银行有限公司,5.152
1,600761.SH,UBS AG,3.47
48,600761.SH,中央汇金资产管理有限责任公司,2.94
69,600761.SH,国泰君安-建行-香港上海汇丰银行有限公司,2.32
0,600763.SH,杭州宝群实业集团有限公司,33.75
38,600763.SH,鲍正梁,7.54
22,600763.SH,香港中央结算有限公司(陆股通),3.17
10,600763.SH,浙江存济医疗教育基金会,3.0
6,600763.SH,中国银行股份有限公司-易方达中小盘混合型证券投资基金,2.9
87,600764.SH,中国船舶重工集团有限公司,66.09
61,600764.SH,中国船舶重工集团公司第七一五研究所,8.55
96,600764.SH,鹏起万里产融(嘉兴)投资合伙企业(有限合伙),8.1
68,600764.SH,江苏杰瑞科技集团有限责任公司,7.9
34,600764.SH,国新投资有限公司,4.26
63,600765.SH,贵州金江航空液压有限责任公司,29.48
96,600765.SH,中国贵州航空工业(集团)有限责任公司,8.3
43,600765.SH,中航资本控股股份有限公司,6.28
24,600765.SH,中央企业贫困地区产业投资基金股份有限公司,5.02
94,600765.SH,中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金,2.26
51,600766.SH,徐诚东,28.87
91,600766.SH,杜永斌,2.75
44,600766.SH,辛玲,2.21
46,600766.SH,毕坤,1.27
64,600766.SH,苏州华成投资有限公司,1.2
25,600767.SH,四川蓝润资产管理有限公司,24.34
92,600767.SH,钟金强,2.46
6,600767.SH,郑敏,1.32
37,600767.SH,范仁高,1.06
32,600767.SH,郑珍,0.97
0,600768.SH,宁波富邦控股集团有限公司,37.25
74,600768.SH,王文霞,3.75
69,600768.SH,龚建强,2.69
9,600768.SH,周爽,2.64
96,600768.SH,周宇光,2.32
18,600769.SH,武汉葛化集团有限公司,20.08
83,600769.SH,武汉华原能源物资开发公司,6.38
86,600769.SH,北京紫光通信科技集团有限公司,3.67
90,600769.SH,成臻,1.81
44,600769.SH,代玉萍,1.08
34,600770.SH,南通综艺投资有限公司,25.69
46,600770.SH,昝圣达,18.45
97,600770.SH,南通大兴服装绣品有限公司,2.23
71,600770.SH,何雪萍,1.77
43,600770.SH,中国证券金融股份有限公司,1.59
86,600771.SH,西安东盛集团有限公司,22.94
71,600771.SH,山西省创投投资有限公司,8.13
36,600771.SH,晋创投资有限公司,8.13
6,600771.SH,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,4.27
90,600771.SH,宁波鼎盛金禾股权投资合伙企业(有限合伙),3.61
42,600773.SH,上海市静安区国有资产监督管理委员会,47.78
29,600773.SH,东方国际(集团)有限公司,1.68
49,600773.SH,厦门达沃斯投资有限公司,1.57
90,600773.SH,厦门达沃斯投资管理有限公司,1.57
12,600773.SH,中央汇金资产管理有限责任公司,1.47
24,600774.SH,武汉市汉阳控股集团有限公司,35.01
68,600774.SH,武汉市汉阳区国有资产监督管理办公室,35.01
29,600774.SH,卓尔控股有限公司,20.0
7,600774.SH,阎志,19.5
95,600774.SH,毛振东,4.01
18,600775.SH,香港中央结算(代理人)有限公司,27.42
44,600775.SH,熊猫电子集团有限公司,23.05
92,600775.SH,中国华融资产管理股份有限公司,9.01
95,600775.SH,南京中电熊猫信息产业集团有限公司,6.93
1,600775.SH,国新投资有限公司,2.38
86,600776.SH,普天东方通信集团有限公司,45.44
94,600776.SH,中国证券金融股份有限公司,2.564
43,600776.SH,中央汇金资产管理有限责任公司,1.37
33,600776.SH,易方达基金-中央汇金资产管理有限责任公司-易方达基金-汇金资管单一资产管理计划,1.37
71,600776.SH,ISHARES CORE MSCI EMERGING MARKETS ETF,0.411
45,600777.SH,宁波国金阳光股权投资中心(有限合伙),6.39
61,600777.SH,宁波吉彤股权投资合伙企业(有限合伙),5.93
91,600777.SH,深圳市金志昌盛投资有限公司,5.76
89,600777.SH,北京中金君合创业投资中心(有限合伙),5.51
99,600777.SH,深圳金志昌顺投资发展有限公司,5.04
90,600778.SH,大商集团有限公司,25.0
61,600778.SH,乌鲁木齐国有资产经营(集团)有限公司,5.46
64,600778.SH,乌鲁木齐城市建设投资(集团)有限公司,4.55
71,600778.SH,严琳,2.02
33,600778.SH,陈学赓,1.46
50,600779.SH,四川成都水井坊集团有限公司,39.71
80,600779.SH,GRAND METROPOLITAN INTERNATIONAL HOLDINGS LIMITED,23.43
87,600779.SH,香港中央结算有限公司(陆股通),10.66
23,600779.SH,中国银行股份有限公司-易方达中小盘混合型证券投资基金,3.4
21,600779.SH,中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金,1.7
60,600780.SH,山西国际电力集团有限公司,57.33
34,600780.SH,太原钢铁(集团)有限公司,3.13
20,600780.SH,中国证券金融股份有限公司,2.07
75,600780.SH,中央汇金资产管理有限责任公司,1.84
40,600780.SH,山西统配煤炭经销有限公司,1.04
49,600781.SH,辅仁药业集团有限公司,45.03
90,600781.SH,深圳市平嘉鑫元股权投资合伙企业(有限合伙),8.09
98,600781.SH,天津市津诚豫药医药科技合伙企业(有限合伙),7.89
1,600781.SH,河南标木建材销售有限公司,6.38
88,600781.SH,福州万佳鑫旺股权投资中心(有限合伙),4.9
88,600782.SH,新余钢铁集团有限公司,55.57
39,600782.SH,新钢集团-华泰联合证券-19新钢EB担保及信托财产专户,17.41
4,600782.SH,香港中央结算有限公司(陆股通),3.98
95,600782.SH,建信基金-工商银行-华润深国投信托-华润信托·兴晟2号集合资金信托计划,2.52
1,600782.SH,新余钢铁股份有限公司回购专用证券账户,1.91
42,600783.SH,山东省鲁信投资控股集团有限公司,69.57
78,600783.SH,中央汇金资产管理有限责任公司,0.66
6,600783.SH,姚永海,0.4
16,600783.SH,车文胜,0.39
40,600783.SH,湖北品农商用车服务有限公司,0.3
50,600784.SH,山东国惠投资有限公司,23.73
3,600784.SH,山东省国有资产投资控股有限公司,4.98
6,600784.SH,孙向东,2.83
9,600784.SH,柳恒伟,1.22
40,600784.SH,胡杏清,0.83
46,600785.SH,物美科技集团有限公司,40.12
95,600785.SH,物美控股集团有限公司,36.06
51,600785.SH,上海宝银创赢投资管理有限公司-上海宝银创赢最具巴菲特潜力对冲基金3期,28.99
54,600785.SH,必拓电子商务有限公司,4.88
62,600785.SH,安庆聚德贸易有限责任公司,3.97
87,600787.SH,中国物资储运集团有限公司,45.74
62,600787.SH,CLH 12(HK)Limited,15.45
37,600787.SH,香港中央结算有限公司(陆股通),5.19
83,600787.SH,太平洋证券股份有限公司,1.79
43,600787.SH,中国证券金融股份有限公司,1.13
12,600789.SH,华鲁控股集团有限公司,21.12
39,600789.SH,山东省人民政府国有资产监督管理委员会,21.12
78,600789.SH,华鲁投资发展有限公司,3.19
72,600789.SH,山东发展投资控股集团有限公司,3.19
93,600789.SH,济南文景投资合伙企业(有限合伙),1.68
0,600790.SH,绍兴市柯桥区开发经营集团有限公司,37.75
78,600790.SH,绍兴市柯桥区中国轻纺城市场开发经营集团有限公司,37.75
8,600790.SH,浙江精功控股有限公司,4.35
22,600790.SH,全国社保基金一零三组合,2.31
94,600790.SH,中国工商银行股份有限公司-博时精选混合型证券投资基金,1.91
63,600791.SH,北京能源集团有限责任公司,45.26
8,600791.SH,赵菁华,0.78
2,600791.SH,李惠球,0.68
4,600791.SH,吉林省外国企业服务有限公司,0.68
95,600791.SH,肖楚云,0.65
62,600792.SH,昆明钢铁控股有限公司,60.19
71,600792.SH,云天化集团有限责任公司,10.31
4,600792.SH,徐开东,1.17
94,600792.SH,张群英,0.79
98,600792.SH,深圳第二基金管理有限公司-第二基金精英2号私募证券投资基金,0.78
80,600793.SH,四川省宜宾五粮液集团有限公司,53.84
79,600793.SH,四川省铁路产业投资集团有限责任公司,16.67
86,600793.SH,范骥,1.28
31,600793.SH,薛晓莉,0.97
81,600793.SH,银河资本-民生银行-阳岚1号价值成长资产管理计划,0.9
42,600794.SH,张家港保税区金港资产经营有限公司,35.68
84,600794.SH,张家港保税科技股份有限公司-2015年度员工持股计划,1.7
75,600794.SH,张家港保税区同惠企业管理合伙企业(有限合伙),1.22
37,600794.SH,深圳市前海益华投资有限公司,1.12
78,600794.SH,蓝建秋,0.85
0,600795.SH,国家能源投资集团有限责任公司,46.0
11,600795.SH,中国证券金融股份有限公司,4.88
36,600795.SH,国电电力发展股份有限公司回购专用证券账户,2.94
51,600795.SH,香港中央结算有限公司(陆股通),1.74
95,600795.SH,中央汇金资产管理有限责任公司,1.09
22,600796.SH,海宁市资产经营公司,33.3
50,600796.SH,吴玉龙,1.22
71,600796.SH,叶凤林,1.1
35,600796.SH,吴佳健,1.07
66,600796.SH,平安信托有限责任公司-金蕴21期(泓璞1号)集合资金信托,1.06
44,600797.SH,浙江浙大网新集团有限公司,15.26
8,600797.SH,浙江万里扬股份有限公司,5.35
46,600797.SH,上海趵虎投资管理中心(有限合伙),3.95
75,600797.SH,全国社保基金一零三组合,3.6
67,600797.SH,全国社保基金一零四组合,2.51
82,600798.SH,宁波海运集团有限公司,35.41
15,600798.SH,浙江省能源集团有限公司,12.82
88,600798.SH,浙江华云清洁能源有限公司,4.3
85,600798.SH,宁波保税区路远投资有限公司,2.59
83,600798.SH,天津港(集团)有限公司,1.46
17,600800.SH,天津渤海化工集团有限责任公司,39.02
92,600800.SH,天津环球磁卡集团有限公司,28.09
2,600800.SH,河北海航石化新型材料有限公司,9.93
61,600800.SH,王从起,2.03
62,600800.SH,博纳(浙江自贸区)投资合伙企业(有限合伙),1.04
22,600801.SH,HOLCHIN B.V.,39.85
53,600801.SH,华新集团有限公司,16.01
47,600801.SH,香港中央结算有限公司(陆股通),5.85
10,600801.SH,HOLPAC LIMITED,1.99
37,600801.SH,中央汇金资产管理有限责任公司,1.45
37,600802.SH,福建省建材(控股)有限责任公司,28.78
36,600802.SH,南方水泥有限公司,5.26
66,600802.SH,福建煤电股份有限公司,3.17
79,600802.SH,UBS AG,2.77
84,600802.SH,罗金海,1.55
14,600803.SH,新奥集团国际投资有限公司,52.72
55,600803.SH,新奥控股投资股份有限公司,33.04
72,600803.SH,新奥控股投资有限公司,33.04
76,600803.SH,弘创(深圳)投资中心(有限合伙),9.7
67,600803.SH,廊坊合源投资中心(有限合伙),8.0
32,600804.SH,深圳鹏博实业集团有限公司,8.03
66,600804.SH,中国证券金融股份有限公司,4.9
78,600804.SH,北京通灵通电讯技术有限公司,4.13
59,600804.SH,天津通灵通科技服务有限公司,4.13
64,600804.SH,深圳市聚达苑投资有限公司,3.87
82,600805.SH,江苏悦达集团有限公司,32.0
50,600805.SH,中央汇金资产管理有限责任公司,3.97
71,600805.SH,中国证券金融股份有限公司,2.25
57,600805.SH,南方基金-农业银行-南方中证金融资产管理计划,1.18
65,600805.SH,银华基金-农业银行-银华中证金融资产管理计划,1.18
77,600807.SH,山东天业房地产开发集团有限公司,24.17
6,600807.SH,济南高新城市建设发展有限公司,8.96
67,600807.SH,国通信托有限责任公司,5.28
17,600807.SH,济南高新智慧谷投资置业有限公司,3.21
74,600807.SH,济南东拓置业有限公司,1.32
57,600808.SH,马钢(集团)控股有限公司,45.54
2,600808.SH,香港中央结算(代理人)有限公司,22.302
21,600808.SH,宝钢香港投资有限公司,11.63
69,600808.SH,香港中央结算有限公司(陆股通),3.77
3,600808.SH,马钢集团投资有限公司,2.055
65,600809.SH,山西杏花村汾酒集团有限责任公司,58.52
66,600809.SH,华创鑫睿(香港)有限公司,11.45
61,600809.SH,華創鑫睿(香港)有限公司,11.38
22,600809.SH,香港中央结算有限公司(陆股通),3.84
57,600809.SH,中国农业银行股份有限公司-易方达消费行业股票型证券投资基金,2.06
2,600810.SH,中国平煤神马能源化工集团有限责任公司,65.17
94,600810.SH,沈沧琼,2.67
89,600810.SH,全国社保基金四零七组合,1.25
91,600810.SH,金亚东,0.67
45,600810.SH,张新阳,0.61
43,600811.SH,西藏东方润澜投资有限公司,16.39
73,600811.SH,东方集团有限公司,13.27
86,600811.SH,东方集团投资控股有限公司,12.88
82,600811.SH,博时资本-民生银行-博时资本创利5号专项资产管理计划,4.74
62,600811.SH,西藏东滨投资有限公司,4.59
1,600812.SH,冀中能源股份有限公司,25.33
83,600812.SH,冀中能源集团有限责任公司,21.6
11,600812.SH,华北制药集团有限责任公司,15.73
62,600812.SH,中央汇金资产管理有限责任公司,3.44
76,600812.SH,深圳德威资本投资管理有限公司-德威资本优盛私募基金,2.03
19,600814.SH,杭州市商贸旅游集团有限公司,68.26
34,600814.SH,杭州商业资产经营(有限)公司,11.44
43,600814.SH,香港中央结算有限公司(陆股通),1.28
16,600814.SH,唐超,0.78
81,600814.SH,杭州股权管理中心,0.58
7,600815.SH,厦门海翼集团有限公司,41.42
47,600815.SH,厦门厦工重工有限公司,7.3
39,600815.SH,中国进出口银行厦门分行,6.89
11,600815.SH,中国建设银行股份有限公司厦门市分行,5.11
1,600815.SH,中国农业银行股份有限公司厦门市分行,3.95
53,600816.SH,上海国之杰投资发展有限公司,52.44
14,600816.SH,中国证券金融股份有限公司,4.41
48,600816.SH,上海公信实业有限公司,3.33
65,600816.SH,瀚博汇鑫(天津)投资有限公司,2.91
87,600816.SH,山东岚桥港有限公司,2.5
5,600817.SH,郑州宇通集团有限公司,59.7
50,600817.SH,西藏德恒企业管理有限责任公司,25.88
14,600817.SH,拉萨德宇新创实业有限公司,7.71
30,600817.SH,张金成,6.0
51,600817.SH,上海宏普实业投资有限公司,3.25
98,600818.SH,上海中路(集团)有限公司,40.92
10,600818.SH,张源,3.35
88,600818.SH,李燕,1.66
17,600818.SH,李天虹,1.58
25,600818.SH,陈蓓文,1.49
9,600819.SH,上海建材(集团)有限公司,30.83
45,600819.SH,皮尔金顿国际控股公司BV,13.26
38,600819.SH,中国复合材料集团有限公司,12.74
20,600819.SH,九洲瑞盈控股有限公司,0.62
56,600819.SH,UBS AG,0.54
56,600820.SH,上海城建(集团)公司,30.49
55,600820.SH,上海国盛(集团)有限公司,13.16
80,600820.SH,中国证券金融股份有限公司,2.99
11,600820.SH,香港中央结算有限公司(陆股通),1.7
84,600820.SH,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金,1.11
16,600821.SH,天津津诚国有资本投资运营有限公司,22.25
24,600821.SH,国开金融有限责任公司,13.64
12,600821.SH,珠海普罗中欧新能源股权投资合伙企业(有限合伙),8.5
23,600821.SH,新疆金风科技股份有限公司,6.14
5,600821.SH,天津津诚财富投资管理有限公司-天津津诚二号股权投资基金合伙企业(有限合伙),6.08
0,600822.SH,百联集团有限公司,48.1
15,600822.SH,胡浩峰,2.73
1,600822.SH,吴嘉毅,0.55
63,600822.SH,周海燕,0.51
95,600822.SH,上海旭诺资产管理有限公司-旭诺成长对冲3号证券投资基金,0.51
69,600823.SH,峰盈国际有限公司,43.73
39,600823.SH,西藏世茂企业发展有限公司,18.77
29,600823.SH,上海世茂投资管理有限公司,10.64
9,600823.SH,香港中央结算有限公司(陆股通),3.28
49,600823.SH,中国证券金融股份有限公司,1.64
0,600824.SH,上海市黄浦区国有资产监督管理委员会,39.04
7,600824.SH,上海埃森化工有限公司,1.32
82,600824.SH,陈升,1.15
81,600824.SH,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金,0.67
89,600824.SH,陈玉庆,0.66
11,600825.SH,上海新华发行集团有限公司,28.0
9,600825.SH,上海报业集团,23.49
30,600825.SH,上海埃森化工有限公司,2.01
0,600825.SH,中国证券金融股份有限公司,1.98
88,600825.SH,九洲瑞盈控股有限公司,1.89
65,600826.SH,上海兰生(集团)有限公司,52.46
0,600826.SH,东浩兰生(集团)有限公司,21.51
70,600826.SH,中央汇金资产管理有限责任公司,3.09
5,600826.SH,李振宁,2.18
29,600826.SH,上海国盛(集团)有限公司,1.96
0,600827.SH,百联集团有限公司,47.62
47,600827.SH,上海友谊复星(控股)有限公司,5.54
85,600827.SH,全国社保基金一零三组合,4.37
41,600827.SH,无锡商业大厦大东方股份有限公司,3.14
98,600827.SH,BILL & MELINDA GATES FOUNDATION TRUST,1.61
78,600828.SH,深圳茂业商厦有限公司,81.83
68,600828.SH,深圳德茂投资企业(有限合伙),2.63
51,600828.SH,包头市茂业东正房地产开发有限公司,1.9
41,600828.SH,香港中央结算有限公司(陆股通),1.22
72,600828.SH,深圳合正茂投资企业(有限合伙),1.05
74,600829.SH,哈药集团股份有限公司,74.82
58,600829.SH,海南海药投资有限公司,4.39
73,600829.SH,江海证券有限公司,1.17
82,600829.SH,中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF),0.68
2,600829.SH,刘亮亮,0.62
42,600830.SH,浙江香溢控股有限公司,15.263
31,600830.SH,浙江烟草投资管理有限责任公司,12.04
97,600830.SH,中天控股集团有限公司,4.99
99,600830.SH,浙江中烟投资管理有限公司,2.97
65,600830.SH,宁波市郡庙企业总公司,2.76
89,600831.SH,陕西广播电视集团有限公司,33.6
21,600831.SH,陕西广电融媒体集团有限公司,29.22
93,600831.SH,中国人民人寿保险股份有限公司-分红-个险分红,3.95
84,600831.SH,东方明珠新媒体股份有限公司,3.23
77,600831.SH,同方股份有限公司,2.73
61,600833.SH,百联集团有限公司,44.95
52,600833.SH,吉林敖东药业集团股份有限公司,4.85
76,600833.SH,刘康,1.08
5,600833.SH,陶建华,1.01
99,600833.SH,王冰,0.88
99,600834.SH,上海申通地铁集团有限公司,58.43
9,600834.SH,上海城投控股股份有限公司,1.75
95,600834.SH,杨光,1.28
70,600834.SH,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金,1.06
27,600834.SH,王新力,1.03
50,600835.SH,上海电气集团股份有限公司,48.02
10,600835.SH,香港中央结算有限公司(陆股通),6.73
69,600835.SH,GIC PRIVATE LIMITED,3.65
4,600835.SH,天津礼仁投资管理合伙企业(有限合伙)-卓越长青私募证券投资基金,2.6
81,600835.SH,中央汇金资产管理有限责任公司,1.34
90,600836.SH,上海界龙集团有限公司,27.23
1,600836.SH,丽水浙发易连商务管理合伙企业(有限合伙),19.69
2,600836.SH,周洁,1.55
9,600836.SH,高立新,1.25
38,600836.SH,宋月萍,1.15
20,600837.SH,香港中央结算(代理人)有限公司,29.64
2,600837.SH,上海国盛(集团)有限公司,6.6
99,600837.SH,中国证券金融股份有限公司,4.9
1,600837.SH,上海海烟投资管理有限公司,4.86
3,600837.SH,光明食品(集团)有限公司,3.68
13,600838.SH,上海九百(集团)有限公司,20.0
0,600838.SH,国泰君安证券资管-上海九百(集团)有限公司-国君资管2747单一资产管理计划,5.0
74,600838.SH,上海市静安区土地开发控股(集团)有限公司,4.91
29,600838.SH,上海锦迪城市建设开发有限公司,2.02
54,600838.SH,百联集团有限公司,1.84
86,600839.SH,四川长虹电子控股集团有限公司,23.22
22,600839.SH,中国证券金融股份有限公司,2.82
94,600839.SH,中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金,0.93
92,600839.SH,四川虹扬投资有限公司,0.9
72,600839.SH,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,0.87
60,600841.SH,上海汽车集团股份有限公司,48.05
0,600841.SH,无锡威孚高科技集团股份有限公司,1.5
9,600841.SH,刘志强,0.94
85,600841.SH,VANGUARD   EMERGING MARKETS STOCK INDEX FUND,0.59
56,600841.SH,VANGUARD EMERGING MARKETS STOCK INDEX FUND,0.59
83,600843.SH,上海浦科飞人投资有限公司,10.94
3,600843.SH,上海市浦东新区国有资产监督管理委员会,8.27
59,600843.SH,中国长城资产管理股份有限公司,4.05
85,600843.SH,上海国际集团资产管理有限公司,2.0
12,600843.SH,SCBHK A/C KG INVESTMENTS ASIA LIMITED,1.51
75,600844.SH,江苏丹化集团有限责任公司,17.71
34,600844.SH,中建明茂(北京)投资发展有限公司,4.39
76,600844.SH,高仕军,3.93
89,600844.SH,北京顶尖私行资本管理有限公司,3.93
69,600844.SH,财通基金-工商银行-富春定增1021号资产管理计划,3.63
99,600845.SH,宝山钢铁股份有限公司,51.51
19,600845.SH,香港中央结算有限公司(陆股通),1.99
97,600845.SH,ISHARES IV PUBLIC LIMITED COMPANY,1.67
65,600845.SH,MORGAN    STANLEY & CO. INTERNATIONAL PLC,0.91
44,600845.SH,MORGAN      STANLEY & CO. INTERNATIONAL PLC,0.91
77,600846.SH,同济创新创业控股有限公司,23.38
0,600846.SH,量鼎实业控股(上海)有限公司,10.0
11,600846.SH,上海黄浦金融控股股份有限公司,3.4
59,600846.SH,香港中央结算有限公司(陆股通),1.89
18,600846.SH,杨祖贵,1.69
45,600847.SH,家天下资产管理有限公司,11.55
49,600847.SH,深圳市南方同正投资有限公司,6.57
2,600847.SH,北京华居天下网络技术有限公司,5.42
86,600847.SH,珠海由水管理咨询有限公司,5.22
89,600847.SH,重庆机电控股(集团)公司,4.01
56,600848.SH,上海市漕河泾新兴技术开发区发展总公司,39.38
95,600848.SH,上海临港经济发展集团资产管理有限公司,36.03
86,600848.SH,上海漕河泾开发区经济技术发展有限公司,10.55
85,600848.SH,上海松江新桥资产经营有限公司,4.85
84,600848.SH,上海市莘庄工业区经济技术发展有限公司,4.46
87,600850.SH,华东计算技术研究所,42.26
81,600850.SH,中国电子科技集团公司第三十二研究所,42.21
57,600850.SH,中电科投资控股有限公司,17.97
95,600850.SH,宋世民,4.99
98,600850.SH,郭文奇,3.63
2,600851.SH,深圳凝瑞投资管理企业(有限合伙),11.73
42,600851.SH,上海松江洞泾工业公司,6.8
81,600851.SH,深圳市华联发展投资有限公司,4.97
7,600851.SH,上海玩具进出口有限公司,3.26
84,600851.SH,深圳市惠和投资基金管理有限公司-深圳市惠和基金惠和2号证券投资基金,3.25
35,600853.SH,黑龙江省建设投资集团有限公司,44.45
91,600853.SH,黑龙江省建设集团有限公司,44.45
28,600853.SH,中原证券股份有限公司,0.82
71,600853.SH,谢文娟,0.58
69,600853.SH,法国兴业银行,0.39
99,600854.SH,春兰(集团)公司,25.34
68,600854.SH,泰州市城市建设投资集团有限公司,6.86
90,600854.SH,江苏交通控股有限公司,3.36
53,600854.SH,BERNIE INDUSTRIAL LIMITED,2.66
40,600854.SH,黄彬,2.52
8,600855.SH,中国航天科工防御技术研究院,32.19
10,600855.SH,朝阳市电源有限公司,9.79
46,600855.SH,北京计算机应用和仿真技术研究所,2.91
56,600855.SH,中国航天科工集团第二研究院二○六所,2.64
85,600855.SH,上海上国投资产管理有限公司,2.33
67,600856.SH,青岛中天资产管理有限公司,16.04
8,600856.SH,中原信托有限公司-中原财富-成长434期-中天能源股权收益权投资集合资金信托计划,11.17
97,600856.SH,MKCP VC Investments( Mauritius) I Ltd.,8.34
91,600856.SH,MKCP VC Investments(Mauritius)I Ltd.,8.34
75,600856.SH,MKCP VC Investments(Mauritius) I Ltd.,7.34
96,600857.SH,西藏泽添投资发展有限公司,15.78
44,600857.SH,竺仁宝,8.42
57,600857.SH,宁波鹏渤投资有限公司,5.65
75,600857.SH,刘志敏,4.49
73,600857.SH,中国新纪元有限公司,4.29
1,600858.SH,山东省商业集团有限公司,25.48
24,600858.SH,中兆投资管理有限公司,10.0
68,600858.SH,山东银座商城股份有限公司,7.51
14,600858.SH,中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF),4.83
83,600858.SH,深圳茂业百货有限公司,4.31
33,600859.SH,北京首都旅游集团有限责任公司,26.83
34,600859.SH,三胞集团南京投资管理有限公司,11.25
82,600859.SH,北京京国瑞国企改革发展基金(有限合伙),7.5
81,600859.SH,北京信升创卓投资管理中心(有限合伙),5.73
98,600859.SH,福海国盛(天津)股权投资合伙企业(有限合伙),5.73
21,600860.SH,北京京城机电控股有限责任公司,50.67
89,600860.SH,香港中央结算(代理人)有限公司,23.53
33,600860.SH,香港中央结算有限公司(陆股通),1.78
76,600860.SH,中国工商银行-中海能源策略混合型证券投资基金,1.34
96,600860.SH,紫光集团有限公司,0.89
35,600861.SH,北京国有资本经营管理中心,34.23
99,600861.SH,陈升,1.62
8,600861.SH,招商证券国际有限公司-客户资金,1.48
76,600861.SH,中国农业银行股份有限公司-新华优选成长混合型证券投资基金,1.45
11,600861.SH,吴建星,1.24
0,600862.SH,中国航空工业集团有限公司,42.86
75,600862.SH,中航高科技发展有限公司,42.86
98,600862.SH,中国航发北京航空材料研究院,7.28
76,600862.SH,北京京国发股权投资基金(有限合伙),6.44
95,600862.SH,南通产业控股集团有限公司,6.02
2,600863.SH,北方联合电力有限责任公司,56.91
15,600863.SH,天津华人投资管理有限公司-华能结构调整1号证券投资私募基金,3.8
80,600863.SH,中国证券金融股份有限公司,3.32
51,600863.SH,李革,1.12
63,600863.SH,香港中央结算有限公司(陆股通),0.97
88,600864.SH,哈尔滨投资集团有限责任公司(注1),37.79
73,600864.SH,哈尔滨投资集团有限责任公司,37.79
28,600864.SH,黑龙江省大正投资集团有限责任公司,11.68
63,600864.SH,中国华融资产管理股份有限公司,11.3936
47,600864.SH,北京东富华盈投资管理中心(有限合伙),4.07
12,600865.SH,西子国际控股有限公司,32.0
99,600865.SH,西子联合控股有限公司,7.71
26,600865.SH,陈桂花,3.26
2,600865.SH,方东晖,3.22
3,600865.SH,陈永淑,2.43
0,600866.SH,广东省广新控股集团有限公司,17.41
98,600866.SH,深圳长城汇理资产服务企业(有限合伙),12.1
83,600866.SH,张国良,3.48
91,600866.SH,深圳长城汇理六号专项投资企业(有限合伙),2.58
36,600866.SH,全国社保基金四一一组合,2.45
99,600867.SH,东宝实业集团有限公司,38.95
5,600867.SH,天津桢逸企业管理咨询合伙企业(有限合伙),9.0
37,600867.SH,香港中央结算有限公司(陆股通),6.99
54,600867.SH,汇添富基金-建设银行-中国人寿-中国人寿委托汇添富基金混合型组合,2.57
11,600867.SH,汇添富基金管理股份有限公司-社保基金1103组合,2.43
33,600868.SH,广东能润资产管理有限公司,7.14
34,600868.SH,广州市仲勤投资有限公司,5.0
