,TS代码,法人代表,总经理,董秘,城市
2712,300519.SZ,王岳钧,王岳钧,蒋源洋,绍兴市
2713,300522.SZ,吕仕铭,陈今,赵彬,苏州市
2714,688019.SH,Shumin Wang,Shumin Wang,杨逊,上海市
2715,002811.SZ,郑忠,郑忠,王小颖,深圳市
2716,002719.SZ,李勇,李刚,姚雪,昌吉回族自治州
2717,002577.SZ,曾浩,曾浩,谢海波,深圳市
2718,300936.SZ,俞卫忠,俞卫忠,俞丞,常州市
2719,300535.SZ,严建林,严建林,李红,成都市
2720,002517.SZ,陈永聪,陈永聪,骞军法,泉州市
2721,300750.SZ,周佳,周佳,蒋理,宁德市
2722,603718.SH,张海明,陈晓,浦冬婵,上海市
2723,300527.SZ,唐勇,唐勇,李应昌,武汉市
2724,002860.SZ,楼月根,楼勇伟,陆群峰,杭州市
2725,300436.SZ,李国平,李国平,牛妞,宁德市
2726,688028.SH,陈继锋,陈继锋,陈焕超,北京市
2727,603083.SH,Gerald G Wong,Gerald G Wong,谢冲,上海市
2728,300582.SZ,Guichao Hua,F Marshall Miles,贾佩贤,杭州市
2729,688266.SH,盛泽林,盛泽林,高青平,苏州市
2730,603096.SH,陈明俊,陈明俊,李全兴,天津市
2731,002803.SZ,庄浩,张和平,龚红鹰,厦门市
2732,603408.SH,吕理镇,陈岱桦,许士伟,厦门市
2733,300290.SZ,何任晖,何任晖,张羽,沈阳市
2734,603693.SH,徐国群,郭磊,张军,南京市
2735,300675.SZ,叶青,毛洪伟,叶小平,深圳市
2736,601225.SH,杨照乾,王世斌,张茹敏,西安市
2737,300387.SZ,王仁宗,王仁宗,万刚,孝感市
2738,603005.SH,王蔚,王蔚,段佳国,苏州市
2739,300822.SZ,肖萍,肖萍,李海俭,深圳市
2740,300214.SZ,彭国锋,彭国锋,田志龙,潍坊市
2741,605118.SH,吴富宝,吴富宝,吴泓越,厦门市
2742,603233.SH,柯云峰,柯国强,刘景荣,广州市
2743,002937.SZ,张忠良,陈松杰,周顺松,宁波市
2744,603630.SH,吴桂谦,吴桂谦,张晨,汕头市
2745,603686.SH,张桂潮,张桂潮,章林磊,龙岩市
2746,300425.SZ,佟庆远,佟庆远,王哲晓,成都市
2747,002905.SZ,李晓文,李晓东,许斌彪,广州市
2748,603602.SH,苏维锋,吴海涛,朱劲龙,杭州市
2749,603727.SH,彭文成,彭文成,王新,天津市
2750,603656.SH,许大红,许大红,黄慧丽,合肥市
2751,603963.SH,杨君祥,王洪信,吴佩容,大理白族自治州
2752,603958.SH,陈玉珍,陈芳德,钱龙宝,苏州市
2753,605006.SH,牛爱君,高贵恒,王传秋,临沂市
2754,300538.SZ,邵羽南,华青翠,李涛,深圳市
2755,603225.SH,庄奎龙,庄耀中,杨剑飞,嘉兴市
2756,002628.SZ,刘峙宏,孙旭军,李志刚,成都市
2757,300790.SZ,张品光,金永红,陈天富,东莞市
2758,300461.SZ,张玉龙,张玉龙,陈弢,嘉兴市
2759,002932.SZ,陈莉莉,陈莉莉,王锐,武汉市
2760,300278.SZ,陈泽,陈泽,华家蓉,十堰市
2761,002792.SZ,吴中林,时桂清,旷建平,中山市
2762,300699.SZ,卢钊钧,王文义,王颖超,威海市
2763,002822.SZ,庄重,庄展诺,于桂添,深圳市
2764,688051.SH,李玮,李玮,王转转,北京市
2765,300875.SZ,潘峰,潘峰,刘群,天津市
2766,300635.SZ,吴君晔,王胜,张鑫,广州市
2767,603085.SH,陈邦锐,陈邦锐,吴延坤,台州市
2768,300921.SZ,陈树林,陈树林,陈金标,深圳市
2769,688508.SH,张立新,易扬波,易慧敏,无锡市
2770,002631.SZ,汝继勇,汝继勇,何霞,苏州市
2771,688196.SH,叶活动,叶活动,郑学东,龙岩市
2772,002739.SZ,曾茂军,曾茂军,王会武,北京市
2773,603279.SH,姜桂廷,姜桂廷,张大伟,德州市
2774,300594.SZ,李敬茂,李敬恩,王涛,济南市
2775,688513.SH,王颖,袁明旭,王武平,成都市
2776,603755.SH,张华君,张华君,苗建伟,青岛市
2777,002891.SZ,郝忠礼,郝忠礼,史宇,烟台市
2778,603876.SH,周贤海,王诚,王诚,镇江市
2779,300712.SZ,林一文,林一文,卢庆议,福州市
2780,603390.SH,陈丽娜,邢映彪,王培森,广州市
2781,300901.SZ,倪秀华,倪秀华,潘威敏,温州市
2782,688189.SH,杨文逊,张世喜,黄俊迪,长沙市
2783,300394.SZ,邹支农,欧洋,陈凯荣,苏州市
2784,603019.SH,历军,历军,徐文超,天津市
2785,603217.SH,刘修华,秦国栋,冯国梁,潍坊市
2786,603706.SH,李明,田荣江,李伟伟,昌吉回族自治州
2787,300258.SZ,夏汉关,夏汉关,董义,泰州市
2788,002956.SZ,谢庆奎,谢庆奎,谢金菱,桂林市
2789,300864.SZ,陆朝阳,陆朝阳,李良,南京市
2790,300813.SZ,叶大林,叶大林,叶星月,杭州市
2791,300207.SZ,王威,王威,曾玓,深圳市
2792,603220.SH,李六兵,李六兵,陆念庆,武汉市
2793,601900.SH,谭君铁,叶河,雷鹤,广州市
2794,300420.SZ,侯友夫,张立永,王镜疑,徐州市
2795,300174.SZ,许文显,官伟源,罗聪,南平市
2796,002617.SZ,鲁永,吴少英,李陈涛,绍兴市
2797,688398.SH,汪坤明,严浪基,张必辉,龙岩市
2798,603779.SH,黄祖超,孙砚田,刘玉磊,烟台市
2799,688669.SH,陈钢,陈钢,伍洋,清远市
2800,605222.SH,周桂华,周供华,陈永达,上海市
2801,300523.SZ,袁宏永,苏国锋,梁冰,北京市
2802,002848.SZ,刘瑞平,游宗杰,刘瑞平,郴州市
2803,300786.SZ,丁香鹏,丁香鹏,胡文佳,青岛市
2804,300502.SZ,高光荣,黄晓雷,王诚,成都市
2805,601058.SH,袁仲雪,袁仲雪,宋军,青岛市
2806,300831.SZ,陆剑秋,陆剑秋,岳宁,西安市
2807,688299.SH,金亚东,金亚东,李辰,宁波市
2808,601008.SH,李春宏,成彦龙,沙晓春,连云港市
2809,603232.SH,孔令钢,杨文山,顾峰,上海市
2810,002307.SZ,张斌,朱长江,顾建民,乌鲁木齐市
2811,002263.SZ,骆平,骆平,王陈,绍兴市
2812,300276.SZ,朱汉平,朱汉平,张蓉,黄石市
2813,300418.SZ,金天,金天,吕杰,北京市
2814,688116.SH,郑涛,郑涛,蔡永略,镇江市
2815,605108.SH,沈基水,王寿凤,范仪琴,合肥市
2816,300856.SZ,周旭明,杨军,曹晓如,南京市
2817,300758.SZ,徐惠祥,徐惠祥,于兴春,鞍山市
2818,603195.SH,阮立平,阮立平,刘圣松,宁波市
2819,300706.SZ,陈钦忠,陈钦忠,林梅,福州市
2820,300920.SZ,杨庆锋,杨庆锋,万立祥,湖州市
2821,601686.SH,李茂津,陈广岭,杜云志,天津市
2822,002167.SZ,许刚,,谭若闻,汕头市
2823,688065.SH,刘修才,刘修才,臧慧卿,上海市
2824,002759.SZ,吴锡盾,吴锡盾,郑文龙,汕头市
2825,603948.SH,冯烈,冯烈,张有忠,杭州市
2826,603660.SH,陈冬根,陈卫东,龙瑞,苏州市
2827,002659.SZ,董琪,董琪,叶潇,北京市
2828,300666.SZ,姚力军,Jie Pan,蒋云霞,宁波市
2829,300485.SZ,马骉,马骉,王雪峰,北京市
2830,300884.SZ,缪国栋,缪国栋,林丽梅,厦门市
2831,300146.SZ,林志成,林志成,唐金银,珠海市
2832,003031.SZ,王强,付花亮,董惠,石家庄市
2833,688488.SH,傅和亮,傅和亮,王广蓉,扬州市
2834,603839.SH,郑安政,郑安政,郑安政,嘉兴市
2835,603797.SH,黄建勲,张荣,林锦顺,汕头市
2836,603520.SH,胡锦生,胡健,吴超群,台州市
2837,002590.SZ,陈锋,陈锋,李建林,绍兴市
2838,002541.SZ,王军民,王军民,汪国胜,合肥市
2839,601020.SH,刘建军,徐建华,孙艳春,拉萨市
2840,300732.SZ,汤意,汤意,王国锋,郑州市
2841,002826.SZ,高帆,高帆,许可,拉萨市
2842,300540.SZ,罗晓勇,谢乐敏,马继刚,成都市
2843,688656.SH,JOHN LI,JOHN LI,李淑宏,苏州市
2844,002947.SZ,荆天平,荆天平,荆京平,苏州市
2845,688001.SH,陈文源,陈文源,蒋瑞翔,苏州市
2846,688128.SH,章晓斌,陈立新,韩保进,广州市
2847,603326.SH,NINA YANTI MIAO,汪春俊,NINA YANTI MIAO,南京市
2848,300139.SZ,程毅,程毅,王含静,北京市
2849,300927.SZ,朱辉,朱辉,陈梅,南通市
2850,603922.SH,洪建沧,洪建沧,邹一飞,苏州市
2851,688009.SH,周志亮,徐宗祥,邱巍,北京市
2852,603118.SH,汪大维,胡祖敏,贺依朦,深圳市
2853,601515.SH,黄晓佳,王培玉,刘伟,汕头市
2854,002897.SZ,蔡胜才,蒋友安,吴陈冉,温州市
2855,688536.SH,周之栩,周之栩,李淑环,苏州市
2856,300386.SZ,黄煜,李伟,吴彼,北京市
2857,601600.SH,敖宏,朱润洲,王军,北京市
2858,300911.SZ,孙伟勇,陈月华,丁茂国,绍兴市
2859,603155.SH,初亚军,初亚军,桑修申,宿迁市
2860,688083.SH,杜玉林,杜玉林,字应坤,广州市
2861,688017.SH,左昱昱,左晶,张雨文,苏州市
2862,300757.SZ,戴军,戴军,王宏军,苏州市
2863,603883.SH,谢子龙,王黎,冯诗倪,长沙市
2864,603618.SH,华建飞,倪益剑,杨烈生,杭州市
2865,300412.SZ,方亨志,方正,晁虎,温州市
2866,605058.SH,陈定红,陈定红,耿丽娅,常州市
2867,688561.SH,齐向东,吴云坤,马勒思,北京市
2868,603655.SH,戚建国,戚淦超,张国忠,常州市
2869,002945.SZ,林立,朱文瑾,关晓斌,拉萨市
2870,601990.SH,李剑锋,夏宏建,徐晓云,南京市
2871,603990.SH,翁康,翁康,胡绍安,苏州市
2872,603959.SH,王海荣,肖立明,李良友,岳阳市
2873,300888.SZ,李建全,李建全,陈惠选,深圳市
2874,603339.SH,黄杰,黄杰,黄鑫颖,南通市
2875,603596.SH,袁永彬,袁永彬,陈忠喜,芜湖市
2876,605398.SH,孙星炎,李灏江,杨俊雄,上海市
2877,600918.SH,李峰,毕玉国,张晖,济南市
2878,601162.SH,余磊,王琳晶,诸培宁,武汉市
2879,601998.SH,李庆萍,方合英,张青,北京市
2880,601229.SH,金煜,朱健,李晓红,上海市
2881,300631.SZ,党建兵,范克银,程恒,南京市
2882,002877.SZ,沈剑标,沈剑标,沈剑飞,无锡市
2883,603283.SH,孙丰,曾慧,刘言维,苏州市
2884,300494.SZ,赖春临,赖春临,曹晴,武汉市
2885,300317.SZ,丁孔贤,李雳,刘雪芬,深圳市
2886,601827.SH,雷钦平,王小军,雷钦平,重庆市
2887,601113.SH,丁军民,陈德占,张益惠,金华市
2888,300649.SZ,吕明华,吕明华,伍恒东,杭州市
2889,002679.SZ,张锦文,周文刚,林煜星,三明市
2890,601009.SH,胡升荣,林静然,江志纯,南京市
2891,300330.SZ,秦伟芳,钱亮,文馨,上海市
2892,601169.SH,张东宁,杨书剑,刘彦雷,北京市
2893,603212.SH,吴小平,吴小平,陈小英,苏州市
2894,688358.SH,莫善珏,莫若理,周峰,无锡市
2895,300492.SZ,陈栗,陈栗,吴艳兰,成都市
2896,688030.SH,罗东平,罗东平,郑丹,苏州市
2897,605208.SH,徐宏,徐宏,姜留奎,上海市
2898,002856.SZ,杨水森,杨水森,王雪群,深圳市
2899,300307.SZ,孙平范,孙平范,杨雪兰,宁波市
2900,300236.SZ,王福祥,方书农,李昊,上海市
2901,002142.SZ,陆华裕,罗孟波,俞罡,宁波市
2902,603093.SH,罗旭峰,李北新,钟益强,杭州市
2903,002106.SZ,臧卫东,李绍宗,王行村,深圳市
2904,601878.SH,吴承根,王青山,张晖,杭州市
2905,603183.SH,吴小翔,吴小翔,许业峰,苏州市
2906,688093.SH,顾正青,顾正青,高君,苏州市
2907,603000.SH,叶蓁蓁,叶蓁蓁,李奇,北京市
2908,300105.SZ,杨怀亮,杨怀亮,刘克冷,烟台市
2909,002751.SZ,刘梦龙,刘梦龙,王震强,深圳市
2910,002598.SZ,方润刚,高玉新,陈超,济南市
2911,688590.SH,郭玮,郭玮,隋卫东,上海市
2912,601696.SH,宁敏,宁敏,翟增军,上海市
2913,300859.SZ,吴科年,李新萍,杨晓红,昌吉回族自治州
2914,603308.SH,杜应流,杜应流,杜超,合肥市
2915,605123.SH,是玉丰,是玉丰,刘波,无锡市
2916,300077.SZ,孙迎彤,孙迎彤,叶艳桃,深圳市
2917,300181.SZ,汪涛,汪涛,郑超一,湖州市
2918,600909.SH,章宏韬,杨爱民,汲杨,合肥市
2919,601881.SH,陈共炎,陈亮,吴承明,北京市
2920,603696.SH,林肖芳,林润泽,周倩,泉州市
2921,603978.SH,陈学敏,陈学敏,周志,深圳市
2922,603377.SH,徐雄,闫文辉,黄怡,北京市
2923,601236.SH,李素明,李素明,杨洁,昆明市
2924,603968.SH,庆九,丁彩峰,俞新南,南通市
2925,601186.SH,汪建平,庄尚标,赵登善,北京市
2926,603380.SH,钱新栋,顾华林,蒋艳,苏州市
2927,688013.SH,陈望宇,陈望东,张晓宇,苏州市
2928,300931.SZ,徐志明,徐志明,李彪,苏州市
2929,603133.SH,徐世中,徐世中,冯宁,常州市
2930,300564.SZ,徐先林,徐先林,王进,拉萨市
2931,603628.SH,HONG DANIEL,HONG DANIEL,王梦瑶,厦门市
2932,605183.SH,阙伟东,阙伟东,王今,无锡市
2933,002858.SZ,夏青,夏青,张国江,上海市
2934,300912.SZ,臧志成,臧志成,曾睿,无锡市
2935,688101.SH,蓝伟光,方富林,戴晓星,延安市
2936,300140.SZ,赵文峰,赵文峰,郭新安,西安市
2937,300680.SZ,倪铭,倪铭,徐行,无锡市
2938,300569.SZ,欧辉生,郑旭,方瑞征,青岛市
2939,002898.SZ,蔡南桂,蔡赤农,张旭,珠海市
2940,601928.SH,梁勇,佘江涛,徐云祥,南京市
2941,002886.SZ,吴宪,何征,张亮,深圳市
2942,002144.SZ,沈国甫,许建舟,马强强,嘉兴市
2943,002302.SZ,吴志旗,白建军,林彬,乌鲁木齐市
2944,002140.SZ,吴光美,李立新,张学明,合肥市
2945,002298.SZ,瞿洪桂,瞿洪桂,汪宇,芜湖市
2946,002735.SZ,王进军,王进军,白琼,深圳市
2947,603379.SH,胡淇翔,胡淇翔,林卫,金华市
2948,300415.SZ,陈敬财,甄荣辉,肖德银,佛山市
2949,603008.SH,陈阿裕,杨刚,张毅,绍兴市
2950,002879.SZ,俞涛,谢仕林,黄平,长沙市
2951,002634.SZ,陶建伟,陶建伟,刘栩,金华市
2952,002589.SZ,韩旭,尹世强,周云,烟台市
2953,605266.SH,蓝波,蓝波,李恒,昆明市
2954,300216.SZ,刘祥华,刘祥华,刘祥华,衡阳市
2955,002998.SZ,戴泽新,戴泽新,戴梦茜,无锡市
2956,300713.SZ,尹伟,尹伟,邓琥,深圳市
2957,002434.SZ,黄河清,顾勇亭,张雷刚,金华市
2958,300069.SZ,韩泽帅,韩泽帅,黄浩,金华市
2959,300067.SZ,纪立军,纪立军,张坚,上海市
2960,002435.SZ,郁霞秋,陆一峰,孙文遥,苏州市
2961,300584.SZ,曹于平,曹于平,陆晋,南京市
2962,300684.SZ,吴晓宁,叶露,陈钰,北京市
2963,600939.SH,魏福生,陈晓,窦波,重庆市
2964,002683.SZ,郑炳旭,梁发,赵国文,广州市
2965,601299.SH,崔殿国,奚国华,谢纪龙,北京市
2966,300835.SZ,熊永宏,熊咏鸽,何林,合肥市
2967,300644.SZ,刘曙阳,陆体超,罗玉清,南京市
2968,601116.SH,陈念慈,陈岩,邬伟忠,宁波市
2969,300886.SZ,徐基平,徐基平,徐霞云,安庆市
2970,003020.SZ,季俊虬,邓晓娟,夏军,合肥市
2971,002438.SZ,吴建新,吴建新,章其强,南通市
2972,300002.SZ,王宁,冒大卫,胡加明,北京市
2973,601633.SH,魏建军,王凤英,徐辉,保定市
2974,002277.SZ,胡子敬,陈细和,陈学文,长沙市
2975,601618.SH,国文清,张孟星,曾刚,北京市
2976,002987.SZ,费振勇,费振勇,刘颖,北京市
2977,600919.SH,夏平,季明,吴典军,南京市
2978,601163.SH,丁木,林小彬,钟丹芳,威海市
2979,601966.SH,王锋,王锋,孙松涛,烟台市
2980,601608.SH,俞章法,张志勇,梁慧,洛阳市
2981,603392.SH,邱子欣,邱子欣,叶芳,北京市
2982,603035.SH,罗小春,罗小春,罗喜芳,苏州市
2983,688159.SH,王慷,王慷,黄雷,深圳市
2984,603995.SH,虞纪群,周德勇,申素贞,金华市
2985,002229.SZ,毛伟,黎红雷,李泽文,福州市
2986,601339.SH,杨卫新,杨勇,华敬东,宁波市
2987,300555.SZ,贾清,贾清,陶涛,无锡市
2988,300882.SZ,邬永强,邬永强,陈东滨,台州市
2989,002586.SZ,汪文强,吴良勇,赵笛,宁波市
2990,002984.SZ,秦龙,林文龙,金胜勇,青岛市
2991,300219.SZ,李国平,李俊东,关飞,广州市
2992,300514.SZ,崔涛,崔涛,沈正钊,深圳市
2993,603680.SH,俞金坤,戈耀红,邹春中,常州市
2994,300708.SZ,潘华荣,潘华荣,程飞龙,苏州市
2995,300001.SZ,于德翔,周君,YINGTAO SUN,青岛市
2996,300004.SZ,谭汉强,任刚,王娜,佛山市
2997,300005.SZ,王静,王静,陶旭,北京市
2998,300013.SZ,周博,周博,朱臣君,苏州市
2999,603042.SH,杨位钢,姜汉斌,朱重北,南京市
3000,603387.SH,苏恩本,苏恩本,刘葱,南京市
3001,003021.SZ,李海周,叶曙兵,邱泽恋,深圳市
3002,003028.SZ,陈志杰,唐娟,夏群波,深圳市
3003,002849.SZ,黄文谦,黄华兵,张妍,杭州市
3004,002334.SZ,黄申力,黄申力,鄢光敏,深圳市
3005,002220.SZ,叶华,李宏泽,李宏泽,大连市
3006,002299.SZ,傅光明,傅芬芳,廖俊杰,南平市
3007,300059.SZ,其实,其实,陆威,上海市
3008,002213.SZ,连宗敏,蒋晖,何强,深圳市
3009,002346.SZ,陆仁军,蒋陆峰,田怡,上海市
3010,002318.SZ,李郑周,李郑周,寿昊添,湖州市
3011,002317.SZ,陈永红,陈永红,李滔,东莞市
3012,002319.SZ,周宇斌,周宇斌,郭蒙,珠海市
3013,300032.SZ,黄磊,黄磊,黄磊,温州市
3014,002230.SZ,刘庆峰,吴晓如,江涛,合肥市
3015,002295.SZ,卫国,卫国,吉天翊,佛山市
3016,002182.SZ,梅小明,梅小明,吴剑飞,南京市
3017,002184.SZ,许泓,郭孟榕,吴秋农,上海市
3018,002205.SZ,李鸿杰,马军民,王出,乌鲁木齐市
3019,300907.SZ,江建平,江迎东,窦蔷彬,苏州市
3020,300686.SZ,刘炜,刘炜,方吉鑫,深圳市
3021,603301.SH,鲁建国,鲁建国,季宝海,绍兴市
3022,002278.SZ,李芳英,张恩宇,王振飞,上海市
3023,002469.SZ,曲思秋,孙波,冯艺园,淄博市
3024,002441.SZ,吴开贤,吴森杰,张海娜,汕头市
3025,300061.SZ,刘涛,刘涛,戴勇斌,上海市
3026,002352.SZ,王卫,王卫,甘玲,深圳市
3027,002504.SZ,何宁,何宁,苗强,北京市
3028,002325.SZ,刘年新,刘望,苏毅,深圳市
3029,002353.SZ,王坤晓,李志勇,张志刚,烟台市
3030,002529.SZ,甘胜泉,甘胜泉,程健,福州市
3031,002198.SZ,陈建宁,宋稚牛,徐胜利,梅州市
3032,002360.SZ,张云升,邬庆文,邬庆文,忻州市
3033,002179.SZ,郭泽义,李森,刘阳,洛阳市
3034,002196.SZ,顾一峰,牛铭奎,牟健,丽水市
3035,002241.SZ,姜滨,姜龙,贾军安,潍坊市
3036,002245.SZ,CHEN KAI,CHEN KAI,林文华,苏州市
3037,688180.SH,熊俊,李宁,陈英格,上海市
3038,688628.SH,洪少俊,洪少俊,周建华,东莞市
3039,300771.SZ,干德义,干德义,陈才玉,深圳市
3040,688139.SH,刘占杰,刘占杰,黄艳莉,青岛市
3041,300235.SZ,黄元忠,张文凯,李枫,深圳市
3042,300084.SZ,窦剑文,窦剑文,和晓登,兰州市
3043,002444.SZ,仇建平,池晓蘅,周思远,杭州市
3044,002359.SZ,陈岩,陈岩,孙畅,深圳市
3045,300030.SZ,邓冠华,邓冠华,倪桂英,广州市
3046,300247.SZ,邢芬玲,邢芬玲,梁俊,合肥市
3047,002242.SZ,杨宁宁,杨宁宁,王旭宁,济南市
3048,002177.SZ,谭骅,谭骅,周用芳,广州市
3049,601231.SH,陈昌益,魏镇炎,史金鹏,上海市
3050,300792.SZ,林振宇,林振宇,张帆,杭州市
3051,300898.SZ,李作恭,李锡安,徐笑宇,温州市
3052,688037.SH,宗润福,宗润福,李风莉,沈阳市
3053,300637.SZ,樊彬,李耀土,樊相东,绍兴市
3054,002492.SZ,王青运,张辛聿,朱海花,珠海市
3055,002445.SZ,陈飞,王新立,蒋荣状,无锡市
3056,601766.SH,刘化龙,孙永才,谢纪龙,北京市
3057,601801.SH,吴文胜,张克文,吴文胜,合肥市
3058,002328.SZ,宋琳,郑伟强,李文君,上海市
3059,002311.SZ,薛华,薛华,黄志健,广州市
3060,300017.SZ,刘成彦,洪珂,周丽萍,上海市
3061,605068.SH,庄君新,庄君新,胥兴春,嘉兴市
3062,603790.SH,谢兵,谢兵,成玉清,上海市
3063,300465.SZ,于伟,程军,高源,北京市
3064,605178.SH,宫殿海,宫殿海,邢向丰,北京市
3065,603199.SH,舒畅,高政权,张先进,池州市
3066,300071.SZ,陈曦,陈曦,朱文杰,北京市
3067,300233.SZ,赵叶青,李家全,朱晓刚,淄博市
3068,601989.SH,王良,,管红,北京市
3069,300025.SZ,朱东成,沈力,张艳,杭州市
3070,002370.SZ,陈尧根,陈尧根,沈依伊,绍兴市
3071,300872.SZ,欧阳建平,欧阳建平,张庆勋,拉萨市
3072,688033.SH,吴佩芳,吴佩芳,杨铠璘,北京市
3073,605128.SH,周建清,周建清,秦艳芳,上海市
3074,300809.SZ,曹宇中,许少军,徐彩英,苏州市
3075,002933.SZ,戴岳,张建迪,李伟峰,北京市
3076,300040.SZ,李寅,赵晓红,李斌,哈尔滨市
3077,605003.SH,杨林山,杨林山,杨颖凡,杭州市
3078,002326.SZ,王莺妹,何匡,张江山,台州市
3079,002323.SZ,唐继勇,唐继勇,尤鸿志,枣庄市
3080,601200.SH,王瑟澜,高炜,颜晓斐,上海市
3081,002344.SZ,张月明,张月明,杨克琪,嘉兴市
3082,002314.SZ,田俊彦,王世云,蒋俊雅,深圳市
3083,688258.SH,谢乾,谢乾,王娟,无锡市
3084,603330.SH,李哲龙,李哲龙,商小路,上海市
3085,603578.SH,杨敏,杨阿永,杨敏,湖州市
3086,003009.SZ,任全彬,李健,王金华,西安市
3087,603095.SH,孙剑华,马红光,吴国灿,绍兴市
3088,603078.SH,殷福华,殷福华,汪洋,无锡市
3089,002293.SZ,薛嘉琛,薛嘉琛,薛霞,南通市
3090,002294.SZ,叶澄海,叶宇翔(Kevin Sing Ye),杨健锋,深圳市
