,TS代码,股票代码,股票名称,行业,市场类型
2469,600125.SH,600125,铁龙物流,铁路,主板
2470,600126.SH,600126,杭钢股份,普钢,主板
2471,600127.SH,600127,金健米业,农业综合,主板
2472,600128.SH,600128,弘业股份,商贸代理,主板
2473,600129.SH,600129,太极集团,中成药,主板
2474,600130.SH,600130,波导股份,通信设备,主板
2475,600131.SH,600131,国网信通,通信设备,主板
2476,600132.SH,600132,重庆啤酒,啤酒,主板
2477,600133.SH,600133,东湖高新,园区开发,主板
2478,600135.SH,600135,乐凯胶片,化工原料,主板
2479,600136.SH,600136,当代文体,影视音像,主板
2480,600137.SH,600137,浪莎股份,服饰,主板
2481,600138.SH,600138,中青旅,旅游服务,主板
2482,600139.SH,600139,西部资源,综合类,主板
2483,600141.SH,600141,兴发集团,化工原料,主板
2484,600143.SH,600143,金发科技,塑料,主板
2485,600145.SH,600145,*ST新亿,陶瓷,主板
2486,600146.SH,600146,*ST环球,服饰,主板
2487,600148.SH,600148,长春一东,汽车配件,主板
2488,600149.SH,600149,ST坊展,综合类,主板
2489,600150.SH,600150,中国船舶,船舶,主板
2490,600151.SH,600151,航天机电,汽车配件,主板
2491,600152.SH,600152,维科技术,电气设备,主板
2492,600153.SH,600153,建发股份,商贸代理,主板
2493,600155.SH,600155,华创阳安,证券,主板
2494,600156.SH,600156,华升股份,纺织,主板
2495,600157.SH,600157,ST永泰,火力发电,主板
2496,600158.SH,600158,中体产业,文教休闲,主板
2497,600159.SH,600159,大龙地产,区域地产,主板
2498,600160.SH,600160,巨化股份,化工原料,主板
2499,600161.SH,600161,天坛生物,生物制药,主板
2500,600162.SH,600162,香江控股,全国地产,主板
2501,600163.SH,600163,中闽能源,新型电力,主板
2502,600165.SH,600165,新日恒力,化工原料,主板
2503,600166.SH,600166,福田汽车,汽车整车,主板
2504,600167.SH,600167,联美控股,供气供热,主板
2505,600168.SH,600168,武汉控股,水务,主板
2506,600169.SH,600169,太原重工,工程机械,主板
2507,600170.SH,600170,上海建工,建筑工程,主板
2508,600171.SH,600171,上海贝岭,半导体,主板
2509,600172.SH,600172,黄河旋风,矿物制品,主板
2510,600173.SH,600173,卧龙地产,全国地产,主板
2511,600176.SH,600176,中国巨石,玻璃,主板
2512,600177.SH,600177,雅戈尔,服饰,主板
2513,600178.SH,600178,东安动力,汽车配件,主板
2514,600179.SH,600179,*ST安通,仓储物流,主板
2515,600180.SH,600180,瑞茂通,仓储物流,主板
2516,600182.SH,600182,S佳通,汽车配件,主板
2517,600183.SH,600183,生益科技,元器件,主板
2518,600184.SH,600184,光电股份,专用机械,主板
2519,600185.SH,600185,格力地产,区域地产,主板
2520,600186.SH,600186,莲花健康,食品,主板
2521,600187.SH,600187,国中水务,水务,主板
2522,600188.SH,600188,兖州煤业,煤炭开采,主板
2523,600189.SH,600189,泉阳泉,软饮料,主板
2524,600190.SH,600190,锦州港,港口,主板
2525,600191.SH,600191,华资实业,食品,主板
2526,600192.SH,600192,长城电工,电气设备,主板
2527,600193.SH,600193,ST创兴,装修装饰,主板
2528,600195.SH,600195,中牧股份,饲料,主板
2529,600196.SH,600196,复星医药,化学制药,主板
2530,600197.SH,600197,伊力特,白酒,主板
2531,600198.SH,600198,大唐电信,通信设备,主板
2532,600199.SH,600199,金种子酒,白酒,主板
2533,600200.SH,600200,江苏吴中,化学制药,主板
2534,600201.SH,600201,生物股份,农业综合,主板
2535,600202.SH,600202,哈空调,电气设备,主板
2536,600203.SH,600203,福日电子,元器件,主板
2537,600206.SH,600206,有研新材,半导体,主板
2538,600207.SH,600207,安彩高科,供气供热,主板
2539,600208.SH,600208,新湖中宝,全国地产,主板
2540,600209.SH,600209,ST罗顿,综合类,主板
2541,600210.SH,600210,紫江企业,广告包装,主板
2542,600211.SH,600211,西藏药业,中成药,主板
2543,600212.SH,600212,*ST江泉,综合类,主板
2544,600213.SH,600213,亚星客车,汽车整车,主板
2545,600215.SH,600215,*ST经开,园区开发,主板
2546,600216.SH,600216,浙江医药,化学制药,主板
2547,600217.SH,600217,中再资环,环境保护,主板
2548,600218.SH,600218,全柴动力,农用机械,主板
2549,600219.SH,600219,南山铝业,铝,主板
2550,600220.SH,600220,江苏阳光,纺织,主板
2551,600221.SH,600221,*ST海航,空运,主板
2552,600222.SH,600222,太龙药业,中成药,主板
2553,600223.SH,600223,鲁商发展,区域地产,主板
2554,600225.SH,600225,*ST松江,区域地产,主板
2555,600226.SH,600226,*ST瀚叶,互联网,主板
2556,600227.SH,600227,圣济堂,化学制药,主板
2557,600228.SH,600228,ST昌九,化工原料,主板
2558,600229.SH,600229,城市传媒,出版业,主板
2559,600230.SH,600230,沧州大化,农药化肥,主板
2560,600231.SH,600231,凌钢股份,普钢,主板
2561,600232.SH,600232,金鹰股份,纺织,主板
2562,600233.SH,600233,圆通速递,仓储物流,主板
2563,600234.SH,600234,ST山水,综合类,主板
2564,600235.SH,600235,民丰特纸,造纸,主板
2565,600236.SH,600236,桂冠电力,水力发电,主板
2566,600237.SH,600237,铜峰电子,元器件,主板
2567,600238.SH,600238,ST椰岛,红黄酒,主板
2568,600239.SH,600239,云南城投,区域地产,主板
2569,600241.SH,600241,*ST时万,商贸代理,主板
2570,600242.SH,600242,*ST中昌,软件服务,主板
2571,600243.SH,600243,*ST海华,机床制造,主板
2572,600246.SH,600246,万通发展,区域地产,主板
2573,600247.SH,600247,*ST成城,商贸代理,主板
2574,600248.SH,600248,陕西建工,建筑工程,主板
2575,600249.SH,600249,两面针,日用化工,主板
2576,600250.SH,600250,南纺股份,商贸代理,主板
2577,600251.SH,600251,冠农股份,农业综合,主板
2578,600252.SH,600252,中恒集团,中成药,主板
2579,600255.SH,600255,*ST鑫科,铜,主板
2580,600256.SH,600256,广汇能源,石油开采,主板
2581,600257.SH,600257,大湖股份,渔业,主板
2582,600258.SH,600258,首旅酒店,酒店餐饮,主板
2583,600259.SH,600259,广晟有色,小金属,主板
2584,600260.SH,600260,凯乐科技,通信设备,主板
2585,600261.SH,600261,阳光照明,家用电器,主板
2586,600262.SH,600262,北方股份,汽车整车,主板
2587,600265.SH,600265,ST景谷,林业,主板
2588,600266.SH,600266,城建发展,区域地产,主板
2589,600267.SH,600267,海正药业,化学制药,主板
2590,600268.SH,600268,国电南自,电气设备,主板
2591,600269.SH,600269,赣粤高速,路桥,主板
2592,600271.SH,600271,航天信息,IT设备,主板
2593,600272.SH,600272,开开实业,医药商业,主板
2594,600273.SH,600273,嘉化能源,化工原料,主板
2595,600275.SH,600275,ST昌鱼,农业综合,主板
2596,600276.SH,600276,恒瑞医药,化学制药,主板
2597,600277.SH,600277,亿利洁能,化工原料,主板
2598,600278.SH,600278,东方创业,商贸代理,主板
2599,600279.SH,600279,重庆港九,港口,主板
2600,600280.SH,600280,*ST中商,百货,主板
2601,600281.SH,600281,太化股份,综合类,主板
2602,600282.SH,600282,南钢股份,普钢,主板
2603,600283.SH,600283,钱江水利,水务,主板
2604,600284.SH,600284,浦东建设,建筑工程,主板
2605,600285.SH,600285,羚锐制药,中成药,主板
2606,600287.SH,600287,江苏舜天,商贸代理,主板
2607,600288.SH,600288,大恒科技,软件服务,主板
2608,600289.SH,600289,*ST信通,软件服务,主板
2609,600290.SH,600290,*ST华仪,电气设备,主板
2610,600291.SH,600291,西水股份,保险,主板
2611,600292.SH,600292,远达环保,环境保护,主板
2612,600293.SH,600293,三峡新材,互联网,主板
2613,600295.SH,600295,鄂尔多斯,小金属,主板
2614,600297.SH,600297,广汇汽车,汽车服务,主板
2615,600298.SH,600298,安琪酵母,食品,主板
2616,600299.SH,600299,安迪苏,化学制药,主板
2617,600300.SH,600300,维维股份,软饮料,主板
2618,600301.SH,600301,ST南化,商贸代理,主板
2619,600302.SH,600302,标准股份,纺织机械,主板
2620,600303.SH,600303,曙光股份,汽车整车,主板
2621,600305.SH,600305,恒顺醋业,食品,主板
2622,600306.SH,600306,*ST商城,百货,主板
2623,600307.SH,600307,酒钢宏兴,普钢,主板
2624,600308.SH,600308,华泰股份,造纸,主板
2625,600309.SH,600309,万华化学,化工原料,主板
2626,600310.SH,600310,桂东电力,水力发电,主板
2627,600311.SH,600311,*ST荣华,黄金,主板
2628,600312.SH,600312,平高电气,电气设备,主板
2629,600313.SH,600313,农发种业,种植业,主板
2630,600315.SH,600315,上海家化,日用化工,主板
2631,600316.SH,600316,洪都航空,航空,主板
2632,600318.SH,600318,新力金融,多元金融,主板
2633,600319.SH,600319,ST亚星,化工原料,主板
2634,600320.SH,600320,振华重工,工程机械,主板
2635,600321.SH,600321,正源股份,其他建材,主板
2636,600322.SH,600322,天房发展,区域地产,主板
2637,600323.SH,600323,瀚蓝环境,水务,主板
2638,600325.SH,600325,华发股份,区域地产,主板
2639,600326.SH,600326,西藏天路,水泥,主板
2640,600327.SH,600327,大东方,汽车服务,主板
2641,600328.SH,600328,中盐化工,化工原料,主板
2642,600329.SH,600329,中新药业,中成药,主板
2643,600330.SH,600330,天通股份,元器件,主板
2644,600331.SH,600331,宏达股份,铅锌,主板
2645,600332.SH,600332,白云山,中成药,主板
2646,600333.SH,600333,长春燃气,供气供热,主板
2647,600335.SH,600335,国机汽车,汽车配件,主板
2648,600336.SH,600336,澳柯玛,家用电器,主板
2649,600337.SH,600337,美克家居,家居用品,主板
2650,600338.SH,600338,西藏珠峰,铅锌,主板
2651,600339.SH,600339,中油工程,石油加工,主板
2652,600340.SH,600340,华夏幸福,区域地产,主板
2653,600343.SH,600343,航天动力,航空,主板
2654,600345.SH,600345,长江通信,通信设备,主板
2655,600346.SH,600346,恒力石化,化纤,主板
2656,600348.SH,600348,华阳股份,煤炭开采,主板
2657,600350.SH,600350,山东高速,路桥,主板
2658,600351.SH,600351,亚宝药业,中成药,主板
2659,600352.SH,600352,浙江龙盛,染料涂料,主板
2660,600353.SH,600353,旭光电子,元器件,主板
2661,600354.SH,600354,*ST敦种,种植业,主板
2662,600355.SH,600355,精伦电子,元器件,主板
2663,600356.SH,600356,恒丰纸业,造纸,主板
2664,600358.SH,600358,*ST联合,旅游服务,主板
2665,600359.SH,600359,新农开发,农业综合,主板
2666,600360.SH,600360,华微电子,半导体,主板
2667,600361.SH,600361,华联综超,超市连锁,主板
2668,600362.SH,600362,江西铜业,铜,主板
2669,600363.SH,600363,联创光电,元器件,主板
2670,600365.SH,600365,ST通葡,红黄酒,主板
2671,600366.SH,600366,宁波韵升,矿物制品,主板
2672,600367.SH,600367,红星发展,化工原料,主板
2673,600368.SH,600368,五洲交通,路桥,主板
2674,600369.SH,600369,西南证券,证券,主板
2675,600370.SH,600370,三房巷,化工原料,主板
2676,600371.SH,600371,万向德农,种植业,主板
2677,600372.SH,600372,中航电子,航空,主板
2678,600373.SH,600373,中文传媒,出版业,主板
2679,600375.SH,600375,汉马科技,汽车整车,主板
2680,600376.SH,600376,首开股份,区域地产,主板
2681,600377.SH,600377,宁沪高速,路桥,主板
2682,600378.SH,600378,昊华科技,化工原料,主板
2683,600379.SH,600379,宝光股份,电气设备,主板
2684,600380.SH,600380,健康元,化学制药,主板
2685,600381.SH,600381,青海春天,医疗保健,主板
2686,600382.SH,600382,广东明珠,商贸代理,主板
2687,600383.SH,600383,金地集团,全国地产,主板
2688,600385.SH,600385,ST金泰,黄金,主板
2689,600386.SH,600386,北巴传媒,汽车服务,主板
2690,600387.SH,600387,海越能源,石油贸易,主板
2691,600388.SH,600388,龙净环保,环境保护,主板
2692,600389.SH,600389,江山股份,农药化肥,主板
2693,600390.SH,600390,五矿资本,多元金融,主板
2694,600391.SH,600391,航发科技,航空,主板
2695,600392.SH,600392,盛和资源,小金属,主板
2696,600393.SH,600393,粤泰股份,全国地产,主板
2697,600395.SH,600395,盘江股份,煤炭开采,主板
2698,600396.SH,600396,金山股份,火力发电,主板
2699,600397.SH,600397,安源煤业,煤炭开采,主板
2700,600398.SH,600398,海澜之家,服饰,主板
2701,600399.SH,600399,ST抚钢,特种钢,主板
2702,600400.SH,600400,红豆股份,服饰,主板
2703,600403.SH,600403,大有能源,煤炭开采,主板
2704,600405.SH,600405,动力源,电气设备,主板
2705,600406.SH,600406,国电南瑞,电气设备,主板
2706,600408.SH,600408,ST安泰,焦炭加工,主板
2707,600409.SH,600409,三友化工,化工原料,主板
2708,600410.SH,600410,华胜天成,软件服务,主板
2709,600415.SH,600415,小商品城,商品城,主板
2710,600416.SH,600416,*ST湘电,电气设备,主板
2711,600418.SH,600418,江淮汽车,汽车整车,主板
2712,600419.SH,600419,天润乳业,乳制品,主板
2713,600420.SH,600420,现代制药,化学制药,主板
2714,600421.SH,600421,ST华嵘,综合类,主板
2715,600422.SH,600422,昆药集团,中成药,主板
2716,600423.SH,600423,ST柳化,农药化肥,主板
2717,600425.SH,600425,青松建化,水泥,主板
2718,600426.SH,600426,华鲁恒升,农药化肥,主板
2719,600428.SH,600428,中远海特,水运,主板
2720,600429.SH,600429,三元股份,乳制品,主板
2721,600433.SH,600433,冠豪高新,造纸,主板
2722,600435.SH,600435,北方导航,专用机械,主板
2723,600436.SH,600436,片仔癀,中成药,主板
2724,600438.SH,600438,通威股份,饲料,主板
2725,600439.SH,600439,瑞贝卡,服饰,主板
2726,600444.SH,600444,国机通用,专用机械,主板
2727,600446.SH,600446,金证股份,软件服务,主板
2728,600448.SH,600448,华纺股份,纺织,主板
2729,600449.SH,600449,宁夏建材,水泥,主板
2730,600452.SH,600452,涪陵电力,水力发电,主板
2731,600455.SH,600455,博通股份,文教休闲,主板
2732,600456.SH,600456,宝钛股份,小金属,主板
2733,600458.SH,600458,时代新材,塑料,主板
2734,600459.SH,600459,贵研铂业,小金属,主板
2735,600460.SH,600460,士兰微,半导体,主板
2736,600461.SH,600461,洪城水业,水务,主板
2737,600462.SH,600462,*ST九有,广告包装,主板
2738,600463.SH,600463,空港股份,园区开发,主板
2739,600466.SH,600466,蓝光发展,区域地产,主板
2740,600467.SH,600467,好当家,渔业,主板
2741,600468.SH,600468,百利电气,电气设备,主板
2742,600469.SH,600469,风神股份,汽车配件,主板
2743,600470.SH,600470,*ST六化,农药化肥,主板
2744,600475.SH,600475,华光环能,环境保护,主板
2745,600476.SH,600476,湘邮科技,软件服务,主板
2746,600477.SH,600477,杭萧钢构,钢加工,主板
2747,600478.SH,600478,科力远,元器件,主板
2748,600479.SH,600479,千金药业,中成药,主板
2749,600480.SH,600480,凌云股份,汽车配件,主板
2750,600481.SH,600481,双良节能,环境保护,主板
2751,600482.SH,600482,中国动力,电气设备,主板
2752,600483.SH,600483,福能股份,火力发电,主板
2753,600486.SH,600486,扬农化工,农药化肥,主板
2754,600487.SH,600487,亨通光电,通信设备,主板
2755,600488.SH,600488,天药股份,化学制药,主板
2756,600489.SH,600489,中金黄金,黄金,主板
2757,600490.SH,600490,鹏欣资源,铜,主板
2758,600491.SH,600491,龙元建设,建筑工程,主板
2759,600493.SH,600493,凤竹纺织,纺织,主板
2760,600495.SH,600495,晋西车轴,运输设备,主板
2761,600496.SH,600496,精工钢构,钢加工,主板
2762,600497.SH,600497,驰宏锌锗,铅锌,主板
2763,600498.SH,600498,烽火通信,通信设备,主板
2764,600499.SH,600499,科达制造,专用机械,主板
2765,600500.SH,600500,中化国际,商贸代理,主板
2766,600501.SH,600501,航天晨光,汽车配件,主板
2767,600502.SH,600502,安徽建工,建筑工程,主板
2768,600503.SH,600503,华丽家族,区域地产,主板
2769,600505.SH,600505,西昌电力,水力发电,主板
2770,600506.SH,600506,香梨股份,种植业,主板
2771,600507.SH,600507,方大特钢,特种钢,主板
