,ts_code,name,industry,market
1921,300513.SZ,恒实科技,软件服务,创业板
1922,300514.SZ,友讯达,通信设备,创业板
1923,300515.SZ,三德科技,电器仪表,创业板
1924,300516.SZ,久之洋,电器仪表,创业板
1925,300517.SZ,海波重科,建筑工程,创业板
1926,300518.SZ,盛讯达,软件服务,创业板
1927,300519.SZ,新光药业,中成药,创业板
1928,300520.SZ,科大国创,软件服务,创业板
1929,300521.SZ,爱司凯,专用机械,创业板
1930,300522.SZ,世名科技,染料涂料,创业板
1931,300523.SZ,辰安科技,软件服务,创业板
1932,300525.SZ,博思软件,软件服务,创业板
1933,300526.SZ,中潜股份,专用机械,创业板
1934,300527.SZ,中船应急,专用机械,创业板
1935,300528.SZ,幸福蓝海,影视音像,创业板
1936,300529.SZ,健帆生物,医疗保健,创业板
1937,300530.SZ,达志科技,化工原料,创业板
1938,300531.SZ,优博讯,软件服务,创业板
1939,300532.SZ,今天国际,软件服务,创业板
1940,300533.SZ,冰川网络,软件服务,创业板
1941,300534.SZ,陇神戎发,中成药,创业板
1942,300535.SZ,达威股份,化工原料,创业板
1943,300536.SZ,农尚环境,建筑工程,创业板
1944,300537.SZ,广信材料,染料涂料,创业板
1945,300538.SZ,同益股份,批发业,创业板
1946,300539.SZ,横河模具,塑料,创业板
1947,300540.SZ,深冷股份,专用机械,创业板
1948,300541.SZ,先进数通,软件服务,创业板
1949,300542.SZ,新晨科技,软件服务,创业板
1950,300543.SZ,朗科智能,电气设备,创业板
1951,300545.SZ,联得装备,专用机械,创业板
1952,300546.SZ,雄帝科技,元器件,创业板
1953,300547.SZ,川环科技,橡胶,创业板
1954,300548.SZ,博创科技,元器件,创业板
1955,300549.SZ,优德精密,专用机械,创业板
1956,300550.SZ,和仁科技,软件服务,创业板
1957,300551.SZ,古鳌科技,IT设备,创业板
1958,300552.SZ,万集科技,软件服务,创业板
1959,300553.SZ,集智股份,电器仪表,创业板
1960,300554.SZ,三超新材,矿物制品,创业板
1961,300555.SZ,路通视信,通信设备,创业板
1962,300556.SZ,丝路视觉,软件服务,创业板
1963,300557.SZ,理工光科,电器仪表,创业板
1964,300558.SZ,贝达药业,化学制药,创业板
1965,300559.SZ,佳发教育,软件服务,创业板
1966,300560.SZ,中富通,通信设备,创业板
1967,300561.SZ,汇金科技,软件服务,创业板
1968,300562.SZ,乐心医疗,医疗保健,创业板
1969,300563.SZ,神宇股份,通信设备,创业板
1970,300564.SZ,筑博设计,建筑工程,创业板
1971,300565.SZ,科信技术,通信设备,创业板
1972,300566.SZ,激智科技,元器件,创业板
1973,300567.SZ,精测电子,电器仪表,创业板
1974,300568.SZ,星源材质,化工原料,创业板
1975,300569.SZ,天能重工,专用机械,创业板
1976,300570.SZ,太辰光,元器件,创业板
1977,300571.SZ,平治信息,互联网,创业板
1978,300572.SZ,安车检测,电器仪表,创业板
1979,300573.SZ,兴齐眼药,化学制药,创业板
1980,300575.SZ,中旗股份,农药化肥,创业板
1981,300576.SZ,容大感光,染料涂料,创业板
1982,300577.SZ,开润股份,纺织,创业板
1983,300578.SZ,会畅通讯,通信设备,创业板
1984,300579.SZ,数字认证,软件服务,创业板
1985,300580.SZ,贝斯特,汽车配件,创业板
1986,300581.SZ,晨曦航空,航空,创业板
1987,300582.SZ,英飞特,半导体,创业板
1988,300583.SZ,赛托生物,生物制药,创业板
1989,300584.SZ,海辰药业,化学制药,创业板
1990,300585.SZ,奥联电子,汽车配件,创业板
1991,300586.SZ,美联新材,化工原料,创业板
1992,300587.SZ,天铁股份,橡胶,创业板
1993,300588.SZ,熙菱信息,软件服务,创业板
1994,300589.SZ,江龙船艇,船舶,创业板
1995,300590.SZ,移为通信,通信设备,创业板
1996,300591.SZ,万里马,服饰,创业板
1997,300592.SZ,华凯创意,软件服务,创业板
1998,300593.SZ,新雷能,电气设备,创业板
1999,300594.SZ,朗进科技,运输设备,创业板
2000,300595.SZ,欧普康视,医疗保健,创业板
2001,300596.SZ,利安隆,化工原料,创业板
2002,300597.SZ,吉大通信,通信设备,创业板
2003,300598.SZ,诚迈科技,软件服务,创业板
2004,300599.SZ,雄塑科技,塑料,创业板
2005,300600.SZ,瑞特股份,电气设备,创业板
2006,300601.SZ,康泰生物,生物制药,创业板
2007,300602.SZ,飞荣达,元器件,创业板
2008,300603.SZ,立昂技术,通信设备,创业板
2009,300604.SZ,长川科技,专用机械,创业板
2010,300605.SZ,恒锋信息,软件服务,创业板
2011,300606.SZ,金太阳,矿物制品,创业板
2012,300607.SZ,拓斯达,专用机械,创业板
2013,300608.SZ,思特奇,软件服务,创业板
2014,300609.SZ,汇纳科技,互联网,创业板
2015,300610.SZ,晨化股份,化工原料,创业板
2016,300611.SZ,美力科技,机械基件,创业板
2017,300612.SZ,宣亚国际,广告包装,创业板
2018,300613.SZ,富瀚微,半导体,创业板
2019,300615.SZ,欣天科技,元器件,创业板
2020,300616.SZ,尚品宅配,家居用品,创业板
2021,300617.SZ,安靠智电,电气设备,创业板
2022,300618.SZ,寒锐钴业,小金属,创业板
2023,300619.SZ,金银河,专用机械,创业板
2024,300620.SZ,光库科技,元器件,创业板
2025,300621.SZ,维业股份,装修装饰,创业板
2026,300622.SZ,博士眼镜,其他商业,创业板
2027,300623.SZ,捷捷微电,半导体,创业板
2028,300624.SZ,万兴科技,软件服务,创业板
2029,300625.SZ,三雄极光,半导体,创业板
2030,300626.SZ,华瑞股份,电气设备,创业板
2031,300627.SZ,华测导航,通信设备,创业板
2032,300628.SZ,亿联网络,通信设备,创业板
2033,300629.SZ,新劲刚,矿物制品,创业板
2034,300630.SZ,普利制药,化学制药,创业板
2035,300631.SZ,久吾高科,环境保护,创业板
2036,300632.SZ,光莆股份,半导体,创业板
2037,300633.SZ,开立医疗,医疗保健,创业板
2038,300634.SZ,彩讯股份,软件服务,创业板
2039,300635.SZ,中达安,建筑工程,创业板
2040,300636.SZ,同和药业,化学制药,创业板
2041,300637.SZ,扬帆新材,化工原料,创业板
2042,300638.SZ,广和通,通信设备,创业板
2043,300639.SZ,凯普生物,医疗保健,创业板
2044,300640.SZ,德艺文创,文教休闲,创业板
2045,300641.SZ,正丹股份,化工原料,创业板
2046,300642.SZ,透景生命,医疗保健,创业板
2047,300643.SZ,万通智控,汽车配件,创业板
2048,300644.SZ,南京聚隆,塑料,创业板
2049,300645.SZ,正元智慧,软件服务,创业板
2050,300647.SZ,超频三,元器件,创业板
2051,300648.SZ,星云股份,电器仪表,创业板
2052,300649.SZ,杭州园林,建筑工程,创业板
2053,300650.SZ,太龙照明,电气设备,创业板
2054,300651.SZ,金陵体育,文教休闲,创业板
2055,300652.SZ,雷迪克,汽车配件,创业板
2056,300653.SZ,正海生物,医疗保健,创业板
2057,300654.SZ,世纪天鸿,出版业,创业板
2058,300655.SZ,晶瑞股份,化工原料,创业板
2059,300656.SZ,民德电子,IT设备,创业板
2060,300657.SZ,弘信电子,元器件,创业板
2061,300658.SZ,延江股份,纺织,创业板
2062,300659.SZ,中孚信息,软件服务,创业板
2063,300660.SZ,江苏雷利,电气设备,创业板
2064,300661.SZ,圣邦股份,元器件,创业板
2065,300662.SZ,科锐国际,综合类,创业板
2066,300663.SZ,科蓝软件,软件服务,创业板
2067,300664.SZ,鹏鹞环保,环境保护,创业板
2068,300665.SZ,飞鹿股份,染料涂料,创业板
2069,300666.SZ,江丰电子,元器件,创业板
2070,300667.SZ,必创科技,电器仪表,创业板
2071,300668.SZ,杰恩设计,装修装饰,创业板
2072,300669.SZ,沪宁股份,机械基件,创业板
2073,300670.SZ,大烨智能,电气设备,创业板
2074,300671.SZ,富满电子,半导体,创业板
2075,300672.SZ,国科微,半导体,创业板
2076,300673.SZ,佩蒂股份,饲料,创业板
2077,300674.SZ,宇信科技,软件服务,创业板
2078,300675.SZ,建科院,建筑工程,创业板
2079,300676.SZ,华大基因,医疗保健,创业板
2080,300677.SZ,英科医疗,医疗保健,创业板
2081,300678.SZ,中科信息,软件服务,创业板
2082,300679.SZ,电连技术,元器件,创业板
2083,300680.SZ,隆盛科技,汽车配件,创业板
2084,300681.SZ,英搏尔,汽车配件,创业板
2085,300682.SZ,朗新科技,软件服务,创业板
2086,300683.SZ,海特生物,生物制药,创业板
2087,300684.SZ,中石科技,化工原料,创业板
2088,300685.SZ,艾德生物,生物制药,创业板
2089,300686.SZ,智动力,元器件,创业板
2090,300687.SZ,赛意信息,软件服务,创业板
2091,300688.SZ,创业黑马,综合类,创业板
2092,300689.SZ,澄天伟业,元器件,创业板
2093,300690.SZ,双一科技,电气设备,创业板
2094,300691.SZ,联合光电,元器件,创业板
2095,300692.SZ,中环环保,环境保护,创业板
2096,300693.SZ,盛弘股份,电气设备,创业板
2097,300694.SZ,蠡湖股份,汽车配件,创业板
2098,300695.SZ,兆丰股份,汽车配件,创业板
2099,300696.SZ,爱乐达,航空,创业板
2100,300697.SZ,电工合金,铜,创业板
2101,300698.SZ,万马科技,通信设备,创业板
2102,300699.SZ,光威复材,化工原料,创业板
2103,300700.SZ,岱勒新材,矿物制品,创业板
2104,300701.SZ,森霸传感,元器件,创业板
2105,300702.SZ,天宇股份,化学制药,创业板
2106,300703.SZ,创源文化,文教休闲,创业板
2107,300705.SZ,九典制药,化学制药,创业板
2108,300706.SZ,阿石创,元器件,创业板
2109,300707.SZ,威唐工业,专用机械,创业板
2110,300708.SZ,聚灿光电,半导体,创业板
2111,300709.SZ,精研科技,元器件,创业板
2112,300710.SZ,万隆光电,通信设备,创业板
2113,300711.SZ,广哈通信,通信设备,创业板
2114,300712.SZ,永福股份,建筑工程,创业板
2115,300713.SZ,英可瑞,电气设备,创业板
2116,300715.SZ,凯伦股份,其他建材,创业板
2117,300716.SZ,国立科技,塑料,创业板
2118,300717.SZ,华信新材,塑料,创业板
2119,300718.SZ,长盛轴承,机械基件,创业板
2120,300719.SZ,安达维尔,航空,创业板
2121,300720.SZ,海川智能,电器仪表,创业板
2122,300721.SZ,怡达股份,化工原料,创业板
2123,300722.SZ,新余国科,专用机械,创业板
2124,300723.SZ,一品红,化学制药,创业板
2125,300724.SZ,捷佳伟创,专用机械,创业板
2126,300725.SZ,药石科技,化学制药,创业板
2127,300726.SZ,宏达电子,元器件,创业板
2128,300727.SZ,润禾材料,化工原料,创业板
2129,300729.SZ,乐歌股份,家居用品,创业板
2130,300730.SZ,科创信息,软件服务,创业板
2131,300731.SZ,科创新源,橡胶,创业板
2132,300732.SZ,设研院,建筑工程,创业板
2133,300733.SZ,西菱动力,汽车配件,创业板
2134,300735.SZ,光弘科技,通信设备,创业板
2135,300736.SZ,百邦科技,通信设备,创业板
2136,300737.SZ,科顺股份,其他建材,创业板
2137,300738.SZ,奥飞数据,电信运营,创业板
2138,300739.SZ,明阳电路,元器件,创业板
2139,300740.SZ,御家汇,日用化工,创业板
2140,300741.SZ,华宝股份,食品,创业板
2141,300742.SZ,越博动力,汽车配件,创业板
2142,300743.SZ,天地数码,IT设备,创业板
2143,300745.SZ,欣锐科技,汽车配件,创业板
2144,300746.SZ,汉嘉设计,建筑工程,创业板
2145,300747.SZ,锐科激光,元器件,创业板
2146,300748.SZ,金力永磁,元器件,创业板
2147,300749.SZ,顶固集创,家居用品,创业板
2148,300750.SZ,宁德时代,电气设备,创业板
2149,300751.SZ,迈为股份,专用机械,创业板
2150,300752.SZ,隆利科技,元器件,创业板
2151,300753.SZ,爱朋医疗,医疗保健,创业板
2152,300755.SZ,华致酒行,其他商业,创业板
2153,300756.SZ,中山金马,专用机械,创业板
2154,300757.SZ,罗博特科,专用机械,创业板
2155,300758.SZ,七彩化学,染料涂料,创业板
2156,300759.SZ,康龙化成,化学制药,创业板
2157,300760.SZ,迈瑞医疗,医疗保健,创业板
2158,300761.SZ,立华股份,农业综合,创业板
2159,300762.SZ,上海瀚讯,通信设备,创业板
2160,300763.SZ,锦浪科技,电气设备,创业板
2161,300765.SZ,新诺威,食品,创业板
2162,300766.SZ,每日互动,互联网,创业板
2163,300767.SZ,震安科技,橡胶,创业板
2164,300768.SZ,迪普科技,软件服务,创业板
2165,300769.SZ,德方纳米,化工原料,创业板
2166,300770.SZ,新媒股份,影视音像,创业板
2167,300771.SZ,智莱科技,IT设备,创业板
2168,300772.SZ,运达股份,电气设备,创业板
2169,300773.SZ,拉卡拉,软件服务,创业板
2170,300775.SZ,三角防务,航空,创业板
2171,300776.SZ,帝尔激光,专用机械,创业板
2172,300777.SZ,中简科技,化纤,创业板
2173,300778.SZ,新城市,建筑工程,创业板
2174,300779.SZ,惠城环保,环境保护,创业板
2175,300780.SZ,德恩精工,机械基件,创业板
2176,300781.SZ,因赛集团,广告包装,创业板
2177,300782.SZ,卓胜微,元器件,创业板
2178,300783.SZ,三只松鼠,食品,创业板
2179,300785.SZ,值得买,互联网,创业板
2180,300786.SZ,国林科技,环境保护,创业板
2181,300787.SZ,海能实业,通信设备,创业板
2182,300788.SZ,中信出版,出版业,创业板
2183,300789.SZ,唐源电气,软件服务,创业板
2184,300790.SZ,宇瞳光学,电器仪表,创业板
2185,300791.SZ,仙乐健康,医疗保健,创业板
2186,300792.SZ,壹网壹创,互联网,创业板
2187,300793.SZ,佳禾智能,IT设备,创业板
2188,300795.SZ,米奥会展,综合类,创业板
2189,300796.SZ,贝斯美,化工原料,创业板
2190,300797.SZ,钢研纳克,电器仪表,创业板
2191,300798.SZ,锦鸡股份,染料涂料,创业板
2192,300799.SZ,左江科技,软件服务,创业板
2193,300800.SZ,力合科技,电器仪表,创业板
2194,300801.SZ,泰和科技,化工原料,创业板
2195,300802.SZ,矩子科技,IT设备,创业板
2196,300803.SZ,指南针,软件服务,创业板
2197,300805.SZ,电声股份,广告包装,创业板
2198,300806.SZ,斯迪克,塑料,创业板
2199,300807.SZ,天迈科技,软件服务,创业板
2200,300808.SZ,久量股份,家用电器,创业板
2201,300809.SZ,华辰装备,机床制造,创业板
2202,300810.SZ,中科海讯,软件服务,创业板
2203,300811.SZ,铂科新材,元器件,创业板
2204,300812.SZ,易天股份,专用机械,创业板
2205,300813.SZ,泰林生物,医疗保健,创业板
2206,300815.SZ,玉禾田,环境保护,创业板
2207,300816.SZ,艾可蓝,环境保护,创业板
2208,300817.SZ,双飞股份,机械基件,创业板
2209,300818.SZ,耐普矿机,专用机械,创业板
2210,300819.SZ,聚杰微纤,化纤,创业板
2211,300820.SZ,英杰电气,电气设备,创业板
2212,300821.SZ,东岳硅材,化工原料,创业板
2213,300822.SZ,贝仕达克,元器件,创业板
2214,300823.SZ,建科机械,专用机械,创业板
2215,300824.SZ,北鼎股份,家用电器,创业板
2216,300825.SZ,阿尔特,汽车服务,创业板
2217,300826.SZ,测绘股份,建筑工程,创业板
2218,300827.SZ,上能电气,电气设备,创业板
2219,300828.SZ,锐新科技,铝,创业板
2220,300829.SZ,金丹科技,食品,创业板
2221,300830.SZ,金现代,软件服务,创业板
2222,300831.SZ,派瑞股份,元器件,创业板
2223,300832.SZ,新产业,医疗保健,创业板
2224,300833.SZ,浩洋股份,专用机械,创业板
2225,300835.SZ,龙磁科技,元器件,创业板
2226,300836.SZ,佰奥智能,专用机械,创业板
2227,300837.SZ,浙矿股份,专用机械,创业板
2228,300838.SZ,浙江力诺,电器仪表,创业板
2229,300839.SZ,博汇股份,石油加工,创业板
2230,300840.SZ,酷特智能,服饰,创业板
2231,300841.SZ,康华生物,生物制药,创业板
2232,300842.SZ,帝科股份,半导体,创业板
2233,300843.SZ,胜蓝股份,元器件,创业板
2234,300845.SZ,捷安高科,软件服务,创业板
2235,300846.SZ,首都在线,软件服务,创业板
2236,300847.SZ,中船汉光,化工原料,创业板
2237,300849.SZ,锦盛新材,塑料,创业板
2238,300850.SZ,N新强联,机械基件,创业板
2239,300852.SZ,N四会,元器件,创业板
2240,600000.SH,浦发银行,银行,主板
2241,600004.SH,白云机场,机场,主板
2242,600006.SH,东风汽车,汽车整车,主板
2243,600007.SH,中国国贸,园区开发,主板
2244,600008.SH,首创股份,环境保护,主板
2245,600009.SH,上海机场,机场,主板
2246,600010.SH,包钢股份,普钢,主板
2247,600011.SH,华能国际,火力发电,主板
2248,600012.SH,皖通高速,路桥,主板
2249,600015.SH,华夏银行,银行,主板
2250,600016.SH,民生银行,银行,主板
2251,600017.SH,日照港,港口,主板
2252,600018.SH,上港集团,港口,主板
2253,600019.SH,宝钢股份,普钢,主板
2254,600020.SH,中原高速,路桥,主板
2255,600021.SH,上海电力,火力发电,主板
2256,600022.SH,山东钢铁,普钢,主板
2257,600023.SH,浙能电力,火力发电,主板
2258,600025.SH,华能水电,水力发电,主板
2259,600026.SH,中远海能,水运,主板
2260,600027.SH,华电国际,火力发电,主板
2261,600028.SH,中国石化,石油加工,主板
2262,600029.SH,南方航空,空运,主板
2263,600030.SH,中信证券,证券,主板
2264,600031.SH,三一重工,工程机械,主板
2265,600033.SH,福建高速,路桥,主板
2266,600035.SH,楚天高速,路桥,主板
2267,600036.SH,招商银行,银行,主板
2268,600037.SH,歌华有线,影视音像,主板
2269,600038.SH,中直股份,航空,主板
2270,600039.SH,四川路桥,建筑工程,主板
2271,600048.SH,保利地产,全国地产,主板
2272,600050.SH,中国联通,电信运营,主板
2273,600051.SH,宁波联合,综合类,主板
2274,600052.SH,浙江广厦,影视音像,主板
2275,600053.SH,九鼎投资,多元金融,主板
2276,600054.SH,黄山旅游,旅游景点,主板
2277,600055.SH,万东医疗,医疗保健,主板
2278,600056.SH,中国医药,医药商业,主板
2279,600057.SH,厦门象屿,仓储物流,主板
2280,600058.SH,五矿发展,商贸代理,主板
2281,600059.SH,古越龙山,红黄酒,主板
2282,600060.SH,海信视像,家用电器,主板
2283,600061.SH,国投资本,证券,主板
2284,600062.SH,华润双鹤,化学制药,主板
2285,600063.SH,皖维高新,化纤,主板
2286,600064.SH,南京高科,园区开发,主板
2287,600066.SH,宇通客车,汽车整车,主板
2288,600067.SH,冠城大通,全国地产,主板
2289,600068.SH,葛洲坝,建筑工程,主板
2290,600069.SH,退银鸽,,主板
2291,600070.SH,浙江富润,互联网,主板
2292,600071.SH,凤凰光学,元器件,主板
2293,600072.SH,中船科技,船舶,主板
2294,600073.SH,上海梅林,食品,主板
2295,600075.SH,新疆天业,化工原料,主板
2296,600076.SH,康欣新材,其他建材,主板
2297,600077.SH,宋都股份,全国地产,主板
2298,600078.SH,澄星股份,化工原料,主板
2299,600079.SH,人福医药,化学制药,主板
2300,600080.SH,ST金花,中成药,主板
2301,600081.SH,东风科技,汽车配件,主板
2302,600082.SH,海泰发展,园区开发,主板
2303,600083.SH,*ST博信,综合类,主板
2304,600084.SH,ST中葡,红黄酒,主板
2305,600085.SH,同仁堂,中成药,主板
2306,600086.SH,*ST金钰,服饰,主板
2307,600088.SH,中视传媒,影视音像,主板
2308,600089.SH,特变电工,电气设备,主板
2309,600090.SH,*ST济堂,医药商业,主板
2310,600091.SH,ST明科,化工原料,主板
2311,600093.SH,易见股份,仓储物流,主板
2312,600094.SH,大名城,区域地产,主板
2313,600095.SH,哈高科,证券,主板
2314,600096.SH,云天化,农药化肥,主板
2315,600097.SH,开创国际,渔业,主板
2316,600098.SH,广州发展,火力发电,主板
2317,600099.SH,林海股份,摩托车,主板
2318,600100.SH,同方股份,IT设备,主板
2319,600101.SH,明星电力,水力发电,主板
2320,600103.SH,青山纸业,造纸,主板
2321,600104.SH,上汽集团,汽车整车,主板
2322,600105.SH,永鼎股份,通信设备,主板
2323,600106.SH,重庆路桥,路桥,主板
2324,600107.SH,美尔雅,服饰,主板
2325,600108.SH,亚盛集团,农业综合,主板
2326,600109.SH,国金证券,证券,主板
2327,600110.SH,诺德股份,电气设备,主板
2328,600111.SH,北方稀土,小金属,主板
2329,600112.SH,ST天成,电气设备,主板
2330,600113.SH,浙江东日,区域地产,主板
2331,600114.SH,东睦股份,机械基件,主板
2332,600115.SH,东方航空,空运,主板
2333,600116.SH,三峡水利,水力发电,主板
2334,600117.SH,西宁特钢,特种钢,主板
2335,600118.SH,中国卫星,航空,主板
2336,600119.SH,ST长投,仓储物流,主板
2337,600120.SH,浙江东方,多元金融,主板
2338,600121.SH,郑州煤电,煤炭开采,主板
2339,600122.SH,*ST宏图,其他商业,主板
2340,600123.SH,兰花科创,煤炭开采,主板
2341,600125.SH,铁龙物流,铁路,主板
2342,600126.SH,杭钢股份,普钢,主板
2343,600127.SH,金健米业,农业综合,主板
2344,600128.SH,弘业股份,商贸代理,主板
2345,600129.SH,太极集团,中成药,主板
2346,600130.SH,波导股份,通信设备,主板
2347,600131.SH,国网信通,通信设备,主板
2348,600132.SH,重庆啤酒,啤酒,主板
2349,600133.SH,东湖高新,园区开发,主板
2350,600135.SH,乐凯胶片,化工原料,主板
2351,600136.SH,当代文体,影视音像,主板
2352,600137.SH,浪莎股份,服饰,主板
2353,600138.SH,中青旅,旅游服务,主板
2354,600139.SH,西部资源,综合类,主板
2355,600141.SH,兴发集团,化工原料,主板
2356,600143.SH,金发科技,塑料,主板
2357,600145.SH,*ST新亿,陶瓷,主板
2358,600146.SH,*ST环球,服饰,主板
2359,600148.SH,长春一东,汽车配件,主板
2360,600149.SH,ST坊展,综合类,主板
2361,600150.SH,中国船舶,船舶,主板
2362,600151.SH,航天机电,汽车配件,主板
2363,600152.SH,维科技术,电气设备,主板
2364,600153.SH,建发股份,商贸代理,主板
2365,600155.SH,华创阳安,证券,主板
2366,600156.SH,华升股份,纺织,主板
2367,600157.SH,永泰能源,火力发电,主板
2368,600158.SH,中体产业,文教休闲,主板
2369,600159.SH,大龙地产,区域地产,主板
2370,600160.SH,巨化股份,化工原料,主板
2371,600161.SH,天坛生物,生物制药,主板
2372,600162.SH,香江控股,全国地产,主板
2373,600163.SH,中闽能源,新型电力,主板
2374,600165.SH,新日恒力,钢加工,主板
2375,600166.SH,福田汽车,汽车整车,主板
2376,600167.SH,联美控股,供气供热,主板
2377,600168.SH,武汉控股,水务,主板
2378,600169.SH,太原重工,工程机械,主板
2379,600170.SH,上海建工,建筑工程,主板
2380,600171.SH,上海贝岭,半导体,主板
2381,600172.SH,黄河旋风,矿物制品,主板
2382,600173.SH,卧龙地产,全国地产,主板
2383,600175.SH,退美都,,主板
2384,600176.SH,中国巨石,玻璃,主板
2385,600177.SH,雅戈尔,服饰,主板
2386,600178.SH,东安动力,汽车配件,主板
2387,600179.SH,*ST安通,仓储物流,主板
2388,600180.SH,瑞茂通,仓储物流,主板
2389,600182.SH,S佳通,汽车配件,主板
2390,600183.SH,生益科技,元器件,主板
2391,600184.SH,光电股份,专用机械,主板
2392,600185.SH,格力地产,区域地产,主板
2393,600186.SH,莲花健康,食品,主板
2394,600187.SH,国中水务,水务,主板
2395,600188.SH,兖州煤业,煤炭开采,主板
2396,600189.SH,吉林森工,软饮料,主板
2397,600190.SH,锦州港,港口,主板
2398,600191.SH,华资实业,食品,主板
2399,600192.SH,长城电工,电气设备,主板
2400,600193.SH,ST创兴,装修装饰,主板
2401,600195.SH,中牧股份,饲料,主板
2402,600196.SH,复星医药,化学制药,主板
2403,600197.SH,伊力特,白酒,主板
2404,600198.SH,大唐电信,通信设备,主板
2405,600199.SH,金种子酒,白酒,主板
2406,600200.SH,江苏吴中,化学制药,主板
2407,600201.SH,生物股份,农业综合,主板
2408,600202.SH,哈空调,电气设备,主板
2409,600203.SH,福日电子,元器件,主板
2410,600206.SH,有研新材,半导体,主板
2411,600207.SH,安彩高科,供气供热,主板
2412,600208.SH,新湖中宝,全国地产,主板
2413,600209.SH,ST罗顿,综合类,主板
2414,600210.SH,紫江企业,广告包装,主板
2415,600211.SH,西藏药业,中成药,主板
2416,600212.SH,*ST江泉,综合类,主板
2417,600213.SH,亚星客车,汽车整车,主板
2418,600215.SH,*ST经开,园区开发,主板
2419,600216.SH,浙江医药,化学制药,主板
2420,600217.SH,中再资环,环境保护,主板
2421,600218.SH,全柴动力,农用机械,主板
2422,600219.SH,南山铝业,铝,主板
2423,600220.SH,江苏阳光,纺织,主板
2424,600221.SH,海航控股,空运,主板
2425,600222.SH,太龙药业,中成药,主板
2426,600223.SH,鲁商发展,区域地产,主板
2427,600225.SH,*ST松江,区域地产,主板
2428,600226.SH,*ST瀚叶,互联网,主板
2429,600227.SH,圣济堂,化学制药,主板
2430,600228.SH,ST昌九,化工原料,主板
2431,600229.SH,城市传媒,出版业,主板
2432,600230.SH,沧州大化,农药化肥,主板
2433,600231.SH,凌钢股份,普钢,主板
2434,600232.SH,金鹰股份,纺织,主板
2435,600233.SH,圆通速递,仓储物流,主板
2436,600234.SH,ST山水,综合类,主板
2437,600235.SH,民丰特纸,造纸,主板
2438,600236.SH,桂冠电力,水力发电,主板
2439,600237.SH,铜峰电子,元器件,主板
2440,600238.SH,ST椰岛,红黄酒,主板
2441,600239.SH,云南城投,区域地产,主板
2442,600241.SH,*ST时万,商贸代理,主板
2443,600242.SH,*ST中昌,软件服务,主板
2444,600243.SH,*ST海华,机床制造,主板
2445,600246.SH,万通地产,区域地产,主板
2446,600247.SH,*ST成城,商贸代理,主板
2447,600248.SH,延长化建,建筑工程,主板
2448,600249.SH,两面针,日用化工,主板
2449,600250.SH,南纺股份,商贸代理,主板
2450,600251.SH,冠农股份,农业综合,主板
2451,600252.SH,中恒集团,中成药,主板
2452,600255.SH,*ST梦舟,铜,主板
2453,600256.SH,广汇能源,石油开采,主板
2454,600257.SH,大湖股份,渔业,主板
2455,600258.SH,首旅酒店,酒店餐饮,主板
2456,600259.SH,广晟有色,小金属,主板
2457,600260.SH,凯乐科技,通信设备,主板
2458,600261.SH,阳光照明,家用电器,主板
2459,600262.SH,北方股份,汽车整车,主板
2460,600265.SH,ST景谷,林业,主板
2461,600266.SH,城建发展,区域地产,主板
2462,600267.SH,海正药业,化学制药,主板
2463,600268.SH,国电南自,电气设备,主板
2464,600269.SH,赣粤高速,路桥,主板
2465,600271.SH,航天信息,IT设备,主板
2466,600272.SH,开开实业,医药商业,主板
2467,600273.SH,嘉化能源,化工原料,主板
2468,600275.SH,ST昌鱼,农业综合,主板
2469,600276.SH,恒瑞医药,化学制药,主板
2470,600277.SH,亿利洁能,化工原料,主板
2471,600278.SH,东方创业,商贸代理,主板
2472,600279.SH,重庆港九,港口,主板
2473,600280.SH,*ST中商,百货,主板
2474,600281.SH,太化股份,综合类,主板
2475,600282.SH,南钢股份,普钢,主板
2476,600283.SH,钱江水利,水务,主板
2477,600284.SH,浦东建设,建筑工程,主板
2478,600285.SH,羚锐制药,中成药,主板
2479,600287.SH,江苏舜天,商贸代理,主板
2480,600288.SH,大恒科技,软件服务,主板
2481,600289.SH,*ST信通,软件服务,主板
2482,600290.SH,*ST华仪,电气设备,主板
2483,600291.SH,西水股份,保险,主板
2484,600292.SH,远达环保,环境保护,主板
2485,600293.SH,三峡新材,互联网,主板
2486,600295.SH,鄂尔多斯,小金属,主板
2487,600297.SH,广汇汽车,汽车服务,主板
2488,600298.SH,安琪酵母,食品,主板
2489,600299.SH,安迪苏,化学制药,主板
2490,600300.SH,维维股份,软饮料,主板
2491,600301.SH,ST南化,商贸代理,主板
2492,600302.SH,标准股份,纺织机械,主板
2493,600303.SH,曙光股份,汽车整车,主板
2494,600305.SH,恒顺醋业,食品,主板
2495,600306.SH,*ST商城,百货,主板
2496,600307.SH,酒钢宏兴,普钢,主板
2497,600308.SH,华泰股份,造纸,主板
2498,600309.SH,万华化学,化工原料,主板
2499,600310.SH,桂东电力,水力发电,主板
2500,600311.SH,*ST荣华,黄金,主板
2501,600312.SH,平高电气,电气设备,主板
2502,600313.SH,农发种业,种植业,主板
2503,600315.SH,上海家化,日用化工,主板
2504,600316.SH,洪都航空,航空,主板
2505,600317.SH,营口港,港口,主板
2506,600318.SH,新力金融,多元金融,主板
2507,600319.SH,ST亚星,化工原料,主板
2508,600320.SH,振华重工,工程机械,主板
