,ts_code,name,industry,market
985,002535.SZ,*ST林重,工程机械,中小板
986,002536.SZ,飞龙股份,汽车配件,中小板
987,002537.SZ,海联金汇,汽车整车,中小板
988,002538.SZ,司尔特,农药化肥,中小板
989,002539.SZ,云图控股,农药化肥,中小板
990,002540.SZ,亚太科技,铝,中小板
991,002541.SZ,鸿路钢构,钢加工,中小板
992,002542.SZ,中化岩土,建筑工程,中小板
993,002543.SZ,万和电气,家用电器,中小板
994,002544.SZ,杰赛科技,软件服务,中小板
995,002545.SZ,东方铁塔,农药化肥,中小板
996,002546.SZ,新联电子,电气设备,中小板
997,002547.SZ,春兴精工,通信设备,中小板
998,002548.SZ,金新农,饲料,中小板
999,002549.SZ,凯美特气,环境保护,中小板
1000,002550.SZ,千红制药,生物制药,中小板
1001,002551.SZ,尚荣医疗,医疗保健,中小板
1002,002552.SZ,宝鼎科技,机械基件,中小板
1003,002553.SZ,南方轴承,汽车配件,中小板
1004,002554.SZ,惠博普,石油开采,中小板
1005,002555.SZ,三七互娱,互联网,中小板
1006,002556.SZ,辉隆股份,其他商业,中小板
1007,002557.SZ,洽洽食品,食品,中小板
1008,002558.SZ,巨人网络,互联网,中小板
1009,002559.SZ,亚威股份,机床制造,中小板
1010,002560.SZ,通达股份,电气设备,中小板
1011,002561.SZ,徐家汇,百货,中小板
1012,002562.SZ,兄弟科技,化学制药,中小板
1013,002563.SZ,森马服饰,服饰,中小板
1014,002564.SZ,天沃科技,建筑工程,中小板
1015,002565.SZ,顺灏股份,造纸,中小板
1016,002566.SZ,益盛药业,中成药,中小板
1017,002567.SZ,唐人神,饲料,中小板
1018,002568.SZ,百润股份,红黄酒,中小板
1019,002569.SZ,ST步森,服饰,中小板
1020,002570.SZ,贝因美,乳制品,中小板
1021,002571.SZ,德力股份,玻璃,中小板
1022,002572.SZ,索菲亚,家居用品,中小板
1023,002573.SZ,清新环境,环境保护,中小板
1024,002574.SZ,明牌珠宝,服饰,中小板
1025,002575.SZ,*ST群兴,文教休闲,中小板
1026,002576.SZ,通达动力,电气设备,中小板
1027,002577.SZ,雷柏科技,IT设备,中小板
1028,002578.SZ,闽发铝业,铝,中小板
1029,002579.SZ,中京电子,元器件,中小板
1030,002580.SZ,圣阳股份,电气设备,中小板
1031,002581.SZ,未名医药,生物制药,中小板
1032,002582.SZ,好想你,食品,中小板
1033,002583.SZ,海能达,通信设备,中小板
1034,002584.SZ,西陇科学,化工原料,中小板
1035,002585.SZ,双星新材,塑料,中小板
1036,002586.SZ,*ST围海,建筑工程,中小板
1037,002587.SZ,奥拓电子,元器件,中小板
1038,002588.SZ,史丹利,农药化肥,中小板
1039,002589.SZ,瑞康医药,医药商业,中小板
1040,002590.SZ,万安科技,汽车配件,中小板
1041,002591.SZ,恒大高新,化工原料,中小板
1042,002592.SZ,ST八菱,汽车配件,中小板
1043,002593.SZ,日上集团,汽车配件,中小板
1044,002594.SZ,比亚迪,汽车整车,中小板
1045,002595.SZ,豪迈科技,专用机械,中小板
1046,002596.SZ,海南瑞泽,其他建材,中小板
1047,002597.SZ,金禾实业,化工原料,中小板
1048,002598.SZ,山东章鼓,机械基件,中小板
1049,002599.SZ,盛通股份,广告包装,中小板
1050,002600.SZ,领益智造,元器件,中小板
1051,002601.SZ,龙蟒佰利,化工原料,中小板
1052,002602.SZ,世纪华通,互联网,中小板
1053,002603.SZ,以岭药业,中成药,中小板
1054,002605.SZ,姚记科技,文教休闲,中小板
1055,002606.SZ,大连电瓷,电气设备,中小板
1056,002607.SZ,中公教育,文教休闲,中小板
1057,002608.SZ,江苏国信,火力发电,中小板
1058,002609.SZ,捷顺科技,软件服务,中小板
1059,002610.SZ,爱康科技,电气设备,中小板
1060,002611.SZ,东方精工,轻工机械,中小板
1061,002612.SZ,朗姿股份,服饰,中小板
1062,002613.SZ,北玻股份,专用机械,中小板
1063,002614.SZ,奥佳华,医疗保健,中小板
1064,002615.SZ,哈尔斯,家居用品,中小板
1065,002616.SZ,长青集团,环境保护,中小板
1066,002617.SZ,露笑科技,电气设备,中小板
1067,002618.SZ,丹邦科技,元器件,中小板
1068,002619.SZ,艾格拉斯,互联网,中小板
1069,002620.SZ,瑞和股份,装修装饰,中小板
1070,002621.SZ,美吉姆,文教休闲,中小板
1071,002622.SZ,融钰集团,综合类,中小板
1072,002623.SZ,亚玛顿,玻璃,中小板
1073,002624.SZ,完美世界,影视音像,中小板
1074,002625.SZ,光启技术,汽车配件,中小板
1075,002626.SZ,金达威,食品,中小板
1076,002627.SZ,宜昌交运,公共交通,中小板
1077,002628.SZ,成都路桥,建筑工程,中小板
1078,002629.SZ,*ST仁智,石油开采,中小板
1079,002630.SZ,华西能源,专用机械,中小板
1080,002631.SZ,德尔未来,家居用品,中小板
1081,002632.SZ,道明光学,化工原料,中小板
1082,002633.SZ,申科股份,机械基件,中小板
1083,002634.SZ,棒杰股份,服饰,中小板
1084,002635.SZ,安洁科技,IT设备,中小板
1085,002636.SZ,金安国纪,元器件,中小板
1086,002637.SZ,赞宇科技,日用化工,中小板
1087,002638.SZ,*ST勤上,文教休闲,中小板
1088,002639.SZ,雪人股份,专用机械,中小板
1089,002640.SZ,跨境通,互联网,中小板
1090,002641.SZ,永高股份,塑料,中小板
1091,002642.SZ,荣之联,软件服务,中小板
1092,002643.SZ,万润股份,化工原料,中小板
1093,002644.SZ,佛慈制药,中成药,中小板
1094,002645.SZ,华宏科技,专用机械,中小板
1095,002646.SZ,青青稞酒,白酒,中小板
1096,002647.SZ,仁东控股,多元金融,中小板
1097,002648.SZ,卫星石化,化工原料,中小板
1098,002649.SZ,博彦科技,软件服务,中小板
1099,002650.SZ,ST加加,食品,中小板
1100,002651.SZ,利君股份,专用机械,中小板
1101,002652.SZ,扬子新材,其他建材,中小板
1102,002653.SZ,海思科,化学制药,中小板
1103,002654.SZ,万润科技,互联网,中小板
1104,002655.SZ,共达电声,元器件,中小板
1105,002656.SZ,ST摩登,服饰,中小板
1106,002657.SZ,中科金财,软件服务,中小板
1107,002658.SZ,雪迪龙,环境保护,中小板
1108,002659.SZ,凯文教育,文教休闲,中小板
1109,002660.SZ,茂硕电源,电气设备,中小板
1110,002661.SZ,克明面业,食品,中小板
1111,002662.SZ,京威股份,汽车配件,中小板
1112,002663.SZ,普邦股份,建筑工程,中小板
1113,002664.SZ,长鹰信质,汽车配件,中小板
1114,002665.SZ,首航高科,电气设备,中小板
1115,002666.SZ,德联集团,化工原料,中小板
1116,002667.SZ,鞍重股份,工程机械,中小板
1117,002668.SZ,奥马电器,家用电器,中小板
1118,002669.SZ,康达新材,化工原料,中小板
1119,002670.SZ,国盛金控,证券,中小板
1120,002671.SZ,龙泉股份,其他建材,中小板
1121,002672.SZ,东江环保,环境保护,中小板
1122,002673.SZ,西部证券,证券,中小板
1123,002674.SZ,兴业科技,纺织,中小板
1124,002675.SZ,东诚药业,化学制药,中小板
1125,002676.SZ,顺威股份,塑料,中小板
1126,002677.SZ,浙江美大,家用电器,中小板
1127,002678.SZ,珠江钢琴,文教休闲,中小板
1128,002679.SZ,福建金森,林业,中小板
1129,002681.SZ,*ST奋达,家用电器,中小板
1130,002682.SZ,龙洲股份,公路,中小板
1131,002683.SZ,宏大爆破,化工原料,中小板
1132,002684.SZ,*ST猛狮,电气设备,中小板
1133,002685.SZ,华东重机,工程机械,中小板
1134,002686.SZ,亿利达,专用机械,中小板
1135,002687.SZ,乔治白,服饰,中小板
1136,002688.SZ,金河生物,化学制药,中小板
1137,002689.SZ,远大智能,运输设备,中小板
1138,002690.SZ,美亚光电,专用机械,中小板
1139,002691.SZ,冀凯股份,专用机械,中小板
1140,002692.SZ,ST远程,电气设备,中小板
1141,002693.SZ,双成药业,化学制药,中小板
1142,002694.SZ,顾地科技,塑料,中小板
1143,002695.SZ,煌上煌,食品,中小板
1144,002696.SZ,百洋股份,渔业,中小板
1145,002697.SZ,红旗连锁,超市连锁,中小板
1146,002698.SZ,博实股份,化工机械,中小板
1147,002699.SZ,美盛文化,服饰,中小板
1148,002700.SZ,ST浩源,供气供热,中小板
1149,002701.SZ,奥瑞金,广告包装,中小板
1150,002702.SZ,海欣食品,食品,中小板
1151,002703.SZ,浙江世宝,汽车配件,中小板
1152,002705.SZ,新宝股份,家用电器,中小板
1153,002706.SZ,良信电器,电气设备,中小板
1154,002707.SZ,众信旅游,旅游服务,中小板
1155,002708.SZ,光洋股份,汽车配件,中小板
1156,002709.SZ,天赐材料,化工原料,中小板
1157,002711.SZ,*ST欧浦,仓储物流,中小板
1158,002712.SZ,思美传媒,广告包装,中小板
1159,002713.SZ,东易日盛,装修装饰,中小板
1160,002714.SZ,牧原股份,农业综合,中小板
1161,002715.SZ,登云股份,汽车配件,中小板
1162,002716.SZ,*ST金贵,小金属,中小板
1163,002717.SZ,岭南股份,环境保护,中小板
1164,002718.SZ,友邦吊顶,家居用品,中小板
1165,002719.SZ,*ST麦趣,乳制品,中小板
1166,002721.SZ,金一文化,服饰,中小板
1167,002722.SZ,金轮股份,纺织机械,中小板
1168,002723.SZ,金莱特,家用电器,中小板
1169,002724.SZ,海洋王,半导体,中小板
1170,002725.SZ,跃岭股份,汽车配件,中小板
1171,002726.SZ,龙大肉食,食品,中小板
1172,002727.SZ,一心堂,医药商业,中小板
1173,002728.SZ,特一药业,中成药,中小板
1174,002729.SZ,好利来,元器件,中小板
1175,002730.SZ,电光科技,电气设备,中小板
1176,002731.SZ,萃华珠宝,服饰,中小板
1177,002732.SZ,燕塘乳业,乳制品,中小板
1178,002733.SZ,雄韬股份,电气设备,中小板
1179,002734.SZ,利民股份,农药化肥,中小板
1180,002735.SZ,王子新材,塑料,中小板
1181,002736.SZ,国信证券,证券,中小板
1182,002737.SZ,葵花药业,中成药,中小板
1183,002738.SZ,中矿资源,小金属,中小板
1184,002739.SZ,万达电影,影视音像,中小板
1185,002740.SZ,爱迪尔,服饰,中小板
1186,002741.SZ,光华科技,化工原料,中小板
1187,002742.SZ,三圣股份,其他建材,中小板
1188,002743.SZ,富煌钢构,钢加工,中小板
1189,002745.SZ,木林森,半导体,中小板
1190,002746.SZ,仙坛股份,农业综合,中小板
1191,002747.SZ,埃斯顿,机械基件,中小板
1192,002748.SZ,世龙实业,化工原料,中小板
1193,002749.SZ,国光股份,农药化肥,中小板
1194,002750.SZ,龙津药业,中成药,中小板
1195,002751.SZ,易尚展示,家居用品,中小板
1196,002752.SZ,昇兴股份,广告包装,中小板
1197,002753.SZ,永东股份,化工原料,中小板
1198,002755.SZ,奥赛康,化学制药,中小板
1199,002756.SZ,永兴材料,特种钢,中小板
1200,002757.SZ,南兴股份,专用机械,中小板
1201,002758.SZ,华通医药,医药商业,中小板
1202,002759.SZ,天际股份,家用电器,中小板
1203,002760.SZ,凤形股份,机械基件,中小板
1204,002761.SZ,多喜爱,建筑工程,中小板
1205,002762.SZ,金发拉比,服饰,中小板
1206,002763.SZ,汇洁股份,服饰,中小板
1207,002765.SZ,蓝黛传动,汽车配件,中小板
1208,002766.SZ,*ST索菱,汽车配件,中小板
1209,002767.SZ,先锋电子,电器仪表,中小板
1210,002768.SZ,国恩股份,塑料,中小板
1211,002769.SZ,普路通,仓储物流,中小板
1212,002770.SZ,ST科迪,乳制品,中小板
1213,002771.SZ,真视通,软件服务,中小板
1214,002772.SZ,众兴菌业,种植业,中小板
1215,002773.SZ,康弘药业,化学制药,中小板
1216,002774.SZ,快意电梯,运输设备,中小板
1217,002775.SZ,文科园林,建筑工程,中小板
1218,002776.SZ,柏堡龙,服饰,中小板
1219,002777.SZ,久远银海,软件服务,中小板
1220,002778.SZ,高科石化,石油加工,中小板
1221,002779.SZ,中坚科技,农用机械,中小板
1222,002780.SZ,三夫户外,其他商业,中小板
1223,002781.SZ,奇信股份,装修装饰,中小板
1224,002782.SZ,可立克,电气设备,中小板
1225,002783.SZ,凯龙股份,化工原料,中小板
1226,002785.SZ,万里石,其他建材,中小板
1227,002786.SZ,银宝山新,专用机械,中小板
1228,002787.SZ,华源控股,广告包装,中小板
1229,002788.SZ,鹭燕医药,医药商业,中小板
1230,002789.SZ,建艺集团,装修装饰,中小板
1231,002790.SZ,瑞尔特,家居用品,中小板
1232,002791.SZ,坚朗五金,其他建材,中小板
1233,002792.SZ,通宇通讯,通信设备,中小板
1234,002793.SZ,罗欣药业,化学制药,中小板
1235,002795.SZ,永和智控,机械基件,中小板
1236,002796.SZ,世嘉科技,专用机械,中小板
1237,002797.SZ,第一创业,证券,中小板
1238,002798.SZ,帝欧家居,家居用品,中小板
1239,002799.SZ,环球印务,广告包装,中小板
1240,002800.SZ,天顺股份,仓储物流,中小板
1241,002801.SZ,微光股份,电气设备,中小板
1242,002802.SZ,洪汇新材,化工原料,中小板
1243,002803.SZ,吉宏股份,互联网,中小板
1244,002805.SZ,丰元股份,化工原料,中小板
1245,002806.SZ,华锋股份,元器件,中小板
1246,002807.SZ,江阴银行,银行,中小板
1247,002808.SZ,恒久科技,元器件,中小板
1248,002809.SZ,红墙股份,化工原料,中小板
1249,002810.SZ,山东赫达,化工原料,中小板
1250,002811.SZ,郑中设计,装修装饰,中小板
1251,002812.SZ,恩捷股份,广告包装,中小板
1252,002813.SZ,路畅科技,汽车配件,中小板
1253,002815.SZ,崇达技术,元器件,中小板
1254,002816.SZ,和科达,专用机械,中小板
1255,002817.SZ,黄山胶囊,化学制药,中小板
1256,002818.SZ,富森美,其他商业,中小板
1257,002819.SZ,东方中科,电器仪表,中小板
1258,002820.SZ,桂发祥,食品,中小板
1259,002821.SZ,凯莱英,生物制药,中小板
1260,002822.SZ,中装建设,装修装饰,中小板
1261,002823.SZ,凯中精密,机械基件,中小板
1262,002824.SZ,和胜股份,铝,中小板
1263,002825.SZ,纳尔股份,化工原料,中小板
1264,002826.SZ,易明医药,中成药,中小板
1265,002827.SZ,高争民爆,化工原料,中小板
1266,002828.SZ,贝肯能源,石油开采,中小板
1267,002829.SZ,星网宇达,通信设备,中小板
1268,002830.SZ,名雕股份,装修装饰,中小板
1269,002831.SZ,裕同科技,广告包装,中小板
1270,002832.SZ,比音勒芬,服饰,中小板
1271,002833.SZ,弘亚数控,专用机械,中小板
1272,002835.SZ,同为股份,元器件,中小板
1273,002836.SZ,新宏泽,广告包装,中小板
1274,002837.SZ,英维克,专用机械,中小板
1275,002838.SZ,道恩股份,塑料,中小板
1276,002839.SZ,张家港行,银行,中小板
1277,002840.SZ,华统股份,食品,中小板
1278,002841.SZ,视源股份,元器件,中小板
1279,002842.SZ,翔鹭钨业,小金属,中小板
1280,002843.SZ,泰嘉股份,钢加工,中小板
1281,002845.SZ,同兴达,元器件,中小板
1282,002846.SZ,英联股份,广告包装,中小板
1283,002847.SZ,盐津铺子,食品,中小板
1284,002848.SZ,高斯贝尔,通信设备,中小板
1285,002849.SZ,威星智能,电器仪表,中小板
1286,002850.SZ,科达利,机械基件,中小板
1287,002851.SZ,麦格米特,电气设备,中小板
1288,002852.SZ,道道全,食品,中小板
1289,002853.SZ,皮阿诺,家居用品,中小板
1290,002855.SZ,捷荣技术,塑料,中小板
1291,002856.SZ,美芝股份,装修装饰,中小板
1292,002857.SZ,三晖电气,电器仪表,中小板
1293,002858.SZ,力盛赛车,文教休闲,中小板
1294,002859.SZ,洁美科技,元器件,中小板
1295,002860.SZ,星帅尔,电气设备,中小板
1296,002861.SZ,瀛通通讯,通信设备,中小板
1297,002862.SZ,实丰文化,文教休闲,中小板
1298,002863.SZ,今飞凯达,汽车配件,中小板
1299,002864.SZ,盘龙药业,中成药,中小板
1300,002865.SZ,钧达股份,汽车配件,中小板
1301,002866.SZ,传艺科技,IT设备,中小板
1302,002867.SZ,周大生,服饰,中小板
1303,002868.SZ,绿康生化,农业综合,中小板
1304,002869.SZ,金溢科技,通信设备,中小板
1305,002870.SZ,香山股份,电器仪表,中小板
1306,002871.SZ,伟隆股份,机械基件,中小板
1307,002872.SZ,ST天圣,化学制药,中小板
1308,002873.SZ,新天药业,中成药,中小板
1309,002875.SZ,安奈儿,服饰,中小板
1310,002876.SZ,三利谱,元器件,中小板
1311,002877.SZ,智能自控,电器仪表,中小板
1312,002878.SZ,元隆雅图,文教休闲,中小板
1313,002879.SZ,长缆科技,电气设备,中小板
1314,002880.SZ,卫光生物,生物制药,中小板
1315,002881.SZ,美格智能,通信设备,中小板
1316,002882.SZ,金龙羽,电气设备,中小板
1317,002883.SZ,中设股份,建筑工程,中小板
1318,002884.SZ,凌霄泵业,专用机械,中小板
1319,002885.SZ,京泉华,元器件,中小板
1320,002886.SZ,沃特股份,塑料,中小板
1321,002887.SZ,绿茵生态,环境保护,中小板
1322,002888.SZ,惠威科技,元器件,中小板
1323,002889.SZ,东方嘉盛,仓储物流,中小板
1324,002890.SZ,弘宇股份,农用机械,中小板
1325,002891.SZ,中宠股份,饲料,中小板
1326,002892.SZ,科力尔,电气设备,中小板
1327,002893.SZ,华通热力,供气供热,中小板
1328,002895.SZ,川恒股份,化工原料,中小板
1329,002896.SZ,中大力德,机械基件,中小板
1330,002897.SZ,意华股份,元器件,中小板
1331,002898.SZ,赛隆药业,化学制药,中小板
1332,002899.SZ,英派斯,文教休闲,中小板
1333,002900.SZ,哈三联,化学制药,中小板
1334,002901.SZ,大博医疗,医疗保健,中小板
1335,002902.SZ,铭普光磁,元器件,中小板
1336,002903.SZ,宇环数控,机床制造,中小板
1337,002905.SZ,金逸影视,影视音像,中小板
1338,002906.SZ,华阳集团,汽车配件,中小板
1339,002907.SZ,华森制药,化学制药,中小板
1340,002908.SZ,德生科技,元器件,中小板
1341,002909.SZ,集泰股份,化工原料,中小板
1342,002910.SZ,庄园牧场,乳制品,中小板
1343,002911.SZ,佛燃能源,供气供热,中小板
1344,002912.SZ,中新赛克,软件服务,中小板
1345,002913.SZ,奥士康,元器件,中小板
1346,002915.SZ,中欣氟材,化工原料,中小板
1347,002916.SZ,深南电路,元器件,中小板
1348,002917.SZ,金奥博,化工原料,中小板
1349,002918.SZ,蒙娜丽莎,其他建材,中小板
1350,002919.SZ,名臣健康,日用化工,中小板
1351,002920.SZ,德赛西威,汽车配件,中小板
1352,002921.SZ,联诚精密,汽车配件,中小板
1353,002922.SZ,伊戈尔,电气设备,中小板
1354,002923.SZ,润都股份,化学制药,中小板
1355,002925.SZ,盈趣科技,元器件,中小板
1356,002926.SZ,华西证券,证券,中小板
1357,002927.SZ,泰永长征,电气设备,中小板
1358,002928.SZ,华夏航空,空运,中小板
1359,002929.SZ,润建股份,通信设备,中小板
1360,002930.SZ,宏川智慧,仓储物流,中小板
1361,002931.SZ,锋龙股份,汽车配件,中小板
1362,002932.SZ,明德生物,医疗保健,中小板
1363,002933.SZ,新兴装备,航空,中小板
1364,002935.SZ,天奥电子,元器件,中小板
1365,002936.SZ,郑州银行,银行,中小板
1366,002937.SZ,兴瑞科技,元器件,中小板
1367,002938.SZ,鹏鼎控股,元器件,中小板
1368,002939.SZ,长城证券,证券,中小板
1369,002940.SZ,昂利康,化学制药,中小板
1370,002941.SZ,新疆交建,建筑工程,中小板
1371,002942.SZ,新农股份,农药化肥,中小板
1372,002943.SZ,宇晶股份,机床制造,中小板
1373,002945.SZ,华林证券,证券,中小板
1374,002946.SZ,新乳业,乳制品,中小板
1375,002947.SZ,恒铭达,元器件,中小板
1376,002948.SZ,青岛银行,银行,中小板
1377,002949.SZ,华阳国际,建筑工程,中小板
1378,002950.SZ,奥美医疗,医疗保健,中小板
1379,002951.SZ,金时科技,广告包装,中小板
1380,002952.SZ,亚世光电,元器件,中小板
1381,002953.SZ,日丰股份,电气设备,中小板
1382,002955.SZ,鸿合科技,IT设备,中小板
1383,002956.SZ,西麦食品,食品,中小板
1384,002957.SZ,科瑞技术,专用机械,中小板
1385,002958.SZ,青农商行,银行,中小板
1386,002959.SZ,小熊电器,家用电器,中小板
1387,002960.SZ,青鸟消防,专用机械,中小板
1388,002961.SZ,瑞达期货,多元金融,中小板
1389,002962.SZ,五方光电,元器件,中小板
1390,002963.SZ,豪尔赛,装修装饰,中小板
1391,002965.SZ,祥鑫科技,汽车配件,中小板
1392,002966.SZ,苏州银行,银行,中小板
1393,002967.SZ,广电计量,综合类,中小板
1394,002968.SZ,新大正,房产服务,中小板
1395,002969.SZ,嘉美包装,广告包装,中小板
1396,002970.SZ,锐明技术,通信设备,中小板
1397,002971.SZ,和远气体,化工原料,中小板
1398,002972.SZ,科安达,运输设备,中小板
1399,002973.SZ,侨银环保,环境保护,中小板
1400,002975.SZ,博杰股份,专用机械,中小板
1401,002976.SZ,瑞玛工业,钢加工,中小板
1402,002977.SZ,天箭科技,通信设备,中小板
1403,002978.SZ,安宁股份,小金属,中小板
1404,002979.SZ,雷赛智能,专用机械,中小板
1405,002980.SZ,华盛昌,电器仪表,中小板
1406,002981.SZ,朝阳科技,元器件,中小板
1407,002982.SZ,湘佳股份,农业综合,中小板
1408,002983.SZ,芯瑞达,元器件,中小板
1409,002985.SZ,北摩高科,航空,中小板
1410,002986.SZ,宇新股份,化工原料,中小板
1411,002987.SZ,京北方,软件服务,中小板
1412,002988.SZ,豪美新材,铝,中小板
1413,002989.SZ,中天精装,装修装饰,中小板
1414,002990.SZ,盛视科技,软件服务,中小板
1415,003816.SZ,中国广核,新型电力,中小板
1416,300001.SZ,特锐德,电气设备,创业板
1417,300002.SZ,神州泰岳,软件服务,创业板
1418,300003.SZ,乐普医疗,医疗保健,创业板
1419,300004.SZ,南风股份,电气设备,创业板
1420,300005.SZ,探路者,服饰,创业板
1421,300006.SZ,莱美药业,化学制药,创业板
1422,300007.SZ,汉威科技,电器仪表,创业板
1423,300008.SZ,天海防务,船舶,创业板
1424,300009.SZ,安科生物,生物制药,创业板
1425,300010.SZ,立思辰,软件服务,创业板
1426,300011.SZ,鼎汉技术,运输设备,创业板
1427,300012.SZ,华测检测,电器仪表,创业板
1428,300013.SZ,新宁物流,仓储物流,创业板
1429,300014.SZ,亿纬锂能,电气设备,创业板
1430,300015.SZ,爱尔眼科,医疗保健,创业板
1431,300016.SZ,北陆药业,中成药,创业板
1432,300017.SZ,网宿科技,电信运营,创业板
1433,300018.SZ,中元股份,电气设备,创业板
1434,300019.SZ,硅宝科技,化工原料,创业板
1435,300020.SZ,银江股份,软件服务,创业板
1436,300021.SZ,大禹节水,农业综合,创业板
1437,300022.SZ,吉峰科技,农用机械,创业板
1438,300023.SZ,宝德股份,专用机械,创业板
1439,300024.SZ,机器人,专用机械,创业板
1440,300025.SZ,华星创业,通信设备,创业板
1441,300026.SZ,红日药业,中成药,创业板
1442,300027.SZ,华谊兄弟,影视音像,创业板
1443,300029.SZ,天龙光电,专用机械,创业板
1444,300030.SZ,阳普医疗,医疗保健,创业板
1445,300031.SZ,宝通科技,互联网,创业板
1446,300032.SZ,金龙机电,元器件,创业板
1447,300033.SZ,同花顺,软件服务,创业板
1448,300034.SZ,钢研高纳,小金属,创业板
1449,300035.SZ,中科电气,电气设备,创业板
1450,300036.SZ,超图软件,软件服务,创业板
1451,300037.SZ,新宙邦,化工原料,创业板
1452,300038.SZ,数知科技,互联网,创业板
1453,300039.SZ,上海凯宝,中成药,创业板
1454,300040.SZ,九洲集团,电气设备,创业板
1455,300041.SZ,回天新材,化工原料,创业板
1456,300042.SZ,朗科科技,IT设备,创业板
1457,300043.SZ,星辉娱乐,文教休闲,创业板
1458,300044.SZ,赛为智能,软件服务,创业板
1459,300045.SZ,华力创通,IT设备,创业板
1460,300046.SZ,台基股份,半导体,创业板
1461,300047.SZ,天源迪科,软件服务,创业板
1462,300048.SZ,合康新能,电气设备,创业板
1463,300049.SZ,福瑞股份,医疗保健,创业板
1464,300050.SZ,世纪鼎利,软件服务,创业板
1465,300051.SZ,三五互联,互联网,创业板
1466,300052.SZ,中青宝,互联网,创业板
1467,300053.SZ,欧比特,半导体,创业板
1468,300054.SZ,鼎龙股份,化工原料,创业板
1469,300055.SZ,万邦达,环境保护,创业板
1470,300056.SZ,中创环保,环境保护,创业板
1471,300057.SZ,万顺新材,广告包装,创业板
1472,300058.SZ,蓝色光标,广告包装,创业板
1473,300059.SZ,东方财富,证券,创业板
1474,300061.SZ,旗天科技,互联网,创业板
1475,300062.SZ,中能电气,电气设备,创业板
1476,300063.SZ,天龙集团,互联网,创业板
1477,300064.SZ,豫金刚石,矿物制品,创业板
1478,300065.SZ,海兰信,软件服务,创业板
1479,300066.SZ,三川智慧,电器仪表,创业板
1480,300067.SZ,安诺其,染料涂料,创业板
1481,300068.SZ,南都电源,电气设备,创业板
1482,300069.SZ,金利华电,电气设备,创业板
1483,300070.SZ,碧水源,环境保护,创业板
1484,300071.SZ,华谊嘉信,广告包装,创业板
1485,300072.SZ,三聚环保,环境保护,创业板
1486,300073.SZ,当升科技,矿物制品,创业板
1487,300074.SZ,华平股份,通信设备,创业板
1488,300075.SZ,数字政通,软件服务,创业板
1489,300076.SZ,GQY视讯,IT设备,创业板
1490,300077.SZ,国民技术,半导体,创业板
1491,300078.SZ,思创医惠,元器件,创业板
1492,300079.SZ,数码科技,通信设备,创业板
1493,300080.SZ,易成新能,半导体,创业板
1494,300081.SZ,恒信东方,文教休闲,创业板
1495,300082.SZ,奥克股份,化工原料,创业板
1496,300083.SZ,劲胜智能,元器件,创业板
1497,300084.SZ,海默科技,石油开采,创业板
1498,300085.SZ,银之杰,软件服务,创业板
1499,300086.SZ,康芝药业,化学制药,创业板
1500,300087.SZ,荃银高科,种植业,创业板
1501,300088.SZ,长信科技,元器件,创业板
1502,300089.SZ,文化长城,文教休闲,创业板
1503,300090.SZ,盛运环保,环境保护,创业板
1504,300091.SZ,金通灵,机械基件,创业板
1505,300092.SZ,科新机电,专用机械,创业板
1506,300093.SZ,金刚玻璃,玻璃,创业板
1507,300094.SZ,国联水产,渔业,创业板
1508,300095.SZ,华伍股份,机械基件,创业板
1509,300096.SZ,易联众,软件服务,创业板
1510,300097.SZ,智云股份,电器仪表,创业板
1511,300098.SZ,高新兴,通信设备,创业板
1512,300099.SZ,精准信息,电器仪表,创业板
1513,300100.SZ,双林股份,汽车服务,创业板
1514,300101.SZ,振芯科技,通信设备,创业板
1515,300102.SZ,乾照光电,半导体,创业板
1516,300103.SZ,达刚控股,工程机械,创业板
1517,300105.SZ,龙源技术,电器仪表,创业板
1518,300106.SZ,西部牧业,农业综合,创业板
1519,300107.SZ,建新股份,化工原料,创业板
1520,300108.SZ,吉药控股,中成药,创业板
1521,300109.SZ,新开源,化工原料,创业板
1522,300110.SZ,华仁药业,化学制药,创业板
1523,300111.SZ,向日葵,半导体,创业板
1524,300112.SZ,万讯自控,电器仪表,创业板
1525,300113.SZ,顺网科技,互联网,创业板
1526,300114.SZ,中航电测,电器仪表,创业板
1527,300115.SZ,长盈精密,元器件,创业板
1528,300116.SZ,坚瑞沃能,电气设备,创业板
1529,300117.SZ,嘉寓股份,装修装饰,创业板
1530,300118.SZ,东方日升,半导体,创业板
1531,300119.SZ,瑞普生物,农业综合,创业板
1532,300120.SZ,经纬辉开,元器件,创业板
1533,300121.SZ,阳谷华泰,化工原料,创业板
1534,300122.SZ,智飞生物,生物制药,创业板
1535,300123.SZ,亚光科技,半导体,创业板
1536,300124.SZ,汇川技术,电器仪表,创业板
1537,300125.SZ,聆达股份,电气设备,创业板
1538,300126.SZ,锐奇股份,轻工机械,创业板
1539,300127.SZ,银河磁体,元器件,创业板
1540,300128.SZ,锦富技术,元器件,创业板
1541,300129.SZ,泰胜风能,电气设备,创业板
1542,300130.SZ,新国都,IT设备,创业板
1543,300131.SZ,英唐智控,元器件,创业板
1544,300132.SZ,青松股份,化工原料,创业板
1545,300133.SZ,华策影视,影视音像,创业板
1546,300134.SZ,大富科技,通信设备,创业板
1547,300135.SZ,宝利国际,化工原料,创业板
1548,300136.SZ,信维通信,通信设备,创业板
